study_hours_per_day,focus_session_minutes,productive_minutes,distraction_minutes,idle_time_minutes,completed_tasks,pending_tasks,deadline_completion_rate,coding_hours,reading_hours,revision_hours,quiz_score,practice_questions,sleep_hours,break_frequency,focus_score,xp_earned,current_level,streak_days,skills_completed,productivity_score
4.1,146.0,198.2,251.0,95.7,5,12,61.81,1.41,0.88,0.59,63.43,33,6.25,6,50.04,7722,16,138,17,40.59
5.74,184.3,276.8,143.3,96.9,9,9,78.14,2.78,1.77,1.89,67.86,59,8.05,6,67.43,13370,28,195,27,70.1
4.7,173.4,248.8,111.6,83.0,4,13,62.3,2.01,1.33,1.45,71.15,29,8.13,6,62.61,10244,21,150,20,48.35
5.84,172.5,280.0,218.9,47.5,7,7,66.92,2.88,1.28,1.17,71.48,46,6.37,2,75.52,13908,29,218,28,58.16
2.38,69.3,96.7,218.5,136.4,5,17,47.28,0.62,0.78,0.9,51.58,25,7.93,6,41.45,3109,11,69,15,24.78
3.39,108.7,146.6,182.6,124.7,8,14,47.73,1.11,0.49,1.15,54.32,30,6.03,6,47.23,6511,15,55,18,35.01
4.74,179.2,264.3,194.5,140.0,5,10,57.54,1.3,0.93,1.77,61.19,27,8.05,5,51.09,9447,18,176,23,51.74
5.91,187.8,290.1,54.7,75.5,9,6,75.25,2.91,1.23,1.52,62.83,47,6.94,5,57.39,13020,24,204,31,78.02
7.3,183.8,359.3,87.1,35.9,11,8,77.68,2.44,1.86,1.77,83.53,81,6.0,1,75.35,19731,37,256,41,86.07
6.92,217.3,346.9,118.6,55.3,8,9,72.66,2.67,2.42,1.73,85.92,59,6.09,5,78.47,17531,31,204,24,80.18
8.21,300.0,456.7,72.0,69.1,11,7,84.56,3.24,2.42,1.53,73.05,70,5.4,2,83.58,19825,40,268,35,88.35
5.99,171.2,266.1,161.2,65.7,7,8,58.0,2.41,1.85,1.3,70.64,57,7.07,3,70.24,13526,21,211,25,67.26
5.56,174.3,250.1,183.5,83.9,10,8,80.35,1.92,1.92,1.52,76.95,56,8.3,3,56.42,11072,33,242,31,65.58
5.55,117.8,273.1,164.7,62.9,6,7,70.14,1.82,2.09,1.36,78.02,65,7.66,5,74.42,13869,27,206,29,69.65
3.09,112.9,221.4,236.0,122.7,5,12,54.53,0.64,0.68,0.46,55.83,20,7.91,6,47.65,7180,12,57,9,37.8
5.31,193.4,298.4,194.3,119.9,6,8,57.9,2.7,1.8,1.74,51.87,15,6.13,7,63.31,10586,17,118,21,48.44
5.51,144.8,256.7,110.5,85.1,8,12,55.59,1.16,1.6,1.53,65.33,56,8.3,6,56.09,8580,24,94,23,54.64
7.77,223.0,379.9,107.7,97.2,11,7,67.59,3.14,2.49,1.26,74.18,62,7.1,4,72.02,14633,37,228,39,85.13
3.12,114.6,168.1,223.9,131.6,7,15,35.59,0.83,0.62,0.65,60.72,20,6.85,4,52.13,8899,20,93,12,41.98
4.01,104.2,158.9,287.1,139.8,4,14,45.14,1.29,1.02,1.5,65.45,14,7.66,6,32.83,4251,14,88,13,35.19
7.96,247.7,402.8,40.7,67.0,9,7,76.04,3.78,2.5,1.98,74.89,61,8.31,5,71.83,14711,31,210,29,87.53
8.03,214.8,365.0,65.4,77.7,9,9,67.78,3.85,2.54,2.04,76.23,69,8.06,3,74.16,16840,38,307,35,84.12
6.85,170.9,361.9,120.8,109.1,10,7,93.89,3.46,2.89,1.9,72.11,46,7.92,3,72.99,15190,38,238,31,76.28
1.89,71.3,112.6,197.0,141.5,2,14,23.74,0.05,0.6,0.88,65.74,31,6.23,6,46.1,4613,12,128,6,26.42
2.88,88.4,167.8,259.0,157.7,4,11,52.59,0.87,0.61,1.24,34.69,18,6.7,8,29.39,3004,13,81,6,25.18
4.48,92.5,184.4,111.5,54.5,5,6,55.77,2.18,1.32,0.9,64.43,54,7.95,4,58.49,12098,23,180,21,60.07
6.87,206.6,337.1,122.8,85.2,8,10,81.86,2.44,1.48,1.53,66.64,61,7.74,5,87.22,17464,40,219,33,80.43
6.93,173.1,333.5,189.2,97.9,9,13,48.39,2.88,2.14,1.44,72.76,52,7.74,5,66.91,10867,25,147,24,67.16
3.33,92.6,179.1,196.4,107.0,7,13,56.92,1.82,0.92,0.71,63.45,23,8.83,3,46.76,8581,23,103,16,47.39
5.13,171.7,304.5,168.9,70.2,8,11,70.11,2.16,0.95,1.03,69.55,45,7.61,4,71.38,14171,23,211,21,69.68
3.02,59.4,123.1,241.3,145.5,5,11,45.43,1.37,1.68,0.52,50.94,20,7.4,7,48.19,6538,15,82,13,25.74
3.18,111.2,141.0,178.0,96.6,2,14,37.98,1.03,1.22,0.65,63.75,24,5.1,8,41.75,6917,11,37,9,27.38
4.1,155.6,207.7,82.0,77.5,7,12,58.93,1.17,1.27,1.64,57.02,55,5.38,6,58.87,12799,22,142,17,56.16
3.16,124.5,186.5,145.5,136.0,4,14,47.37,0.89,1.02,0.44,63.58,21,7.31,4,46.43,8057,16,72,13,45.08
3.69,107.6,140.9,146.1,106.3,9,10,56.98,1.32,0.65,0.84,50.92,38,8.18,5,50.74,9856,23,182,18,52.12
2.6,72.0,130.9,313.5,149.1,1,16,25.3,1.44,0.27,0.81,34.85,13,7.97,8,25.4,2013,4,1,4,13.13
5.66,175.2,290.3,200.3,91.8,7,8,56.81,2.19,0.93,1.67,69.36,47,7.57,8,57.92,11069,24,152,24,41.63
4.04,81.7,198.8,166.1,76.1,10,10,66.01,1.11,1.19,1.31,75.05,40,5.78,5,58.19,13867,20,180,22,58.24
4.12,136.2,204.0,182.3,72.2,5,8,46.39,1.71,0.88,1.04,62.67,48,7.02,5,55.11,9932,22,104,18,55.88
5.92,148.0,316.5,242.2,96.3,10,10,60.31,2.68,1.17,1.48,77.27,49,7.65,6,62.98,14234,24,236,27,65.95
5.49,161.6,254.3,206.8,55.7,8,5,74.62,2.15,1.25,1.37,65.99,69,6.38,5,78.78,14792,32,217,33,68.8
6.83,219.7,356.1,106.5,37.3,10,8,78.52,1.57,1.94,1.63,75.98,74,6.83,5,77.27,14726,35,269,34,74.13
5.51,165.2,268.9,209.8,128.7,9,12,53.5,2.33,1.47,1.98,73.86,53,6.78,5,51.63,13076,32,198,19,54.4
1.18,10.7,65.2,225.4,131.8,2,14,31.38,0.21,1.36,0.12,46.4,13,7.05,8,47.75,5706,10,78,8,22.5
1.7,39.7,83.6,242.0,125.1,0,16,41.6,1.71,0.3,0.71,44.25,5,9.63,8,34.1,1722,4,73,1,12.01
4.76,146.9,226.9,242.0,116.7,8,12,62.16,1.58,1.14,0.61,60.5,33,6.65,5,62.41,11099,25,185,18,56.6
3.48,106.4,174.9,186.8,116.4,2,13,52.6,1.51,1.31,1.04,61.69,33,6.27,8,50.17,7484,16,136,18,26.94
7.46,196.1,323.4,142.7,7.1,10,5,79.58,4.02,1.76,1.77,93.39,74,9.11,2,88.31,19157,41,240,39,87.35
1.51,29.3,71.7,207.5,124.2,2,16,40.94,0.32,1.0,0.26,51.61,7,7.68,6,24.11,4646,13,51,6,29.82
3.97,79.0,196.0,243.1,162.3,5,8,47.96,0.79,1.38,0.41,59.23,35,6.52,6,54.87,7391,18,108,14,44.65
2.3,84.3,115.4,236.9,105.3,5,14,31.81,1.74,0.79,0.42,52.66,22,6.57,6,43.87,6750,5,54,9,28.59
4.03,150.7,226.2,285.8,105.7,4,8,51.71,1.83,1.09,1.16,52.41,36,6.52,4,58.11,8013,23,134,21,48.92
3.95,141.9,186.7,218.5,121.0,6,14,51.7,1.36,1.62,0.71,55.51,34,5.88,7,44.84,6050,19,112,17,36.35
5.85,162.6,298.5,160.4,91.6,9,10,65.39,3.22,2.24,1.38,71.64,52,8.58,4,65.74,15480,29,242,30,75.02
5.58,146.3,258.1,166.7,65.0,7,13,67.45,2.64,2.61,1.48,67.27,43,6.18,4,62.97,12254,32,160,21,71.38
4.45,136.6,231.3,224.8,90.3,7,14,50.81,1.61,1.05,1.31,68.05,16,7.08,6,51.08,7585,24,150,12,39.96
3.05,66.1,140.1,116.5,111.0,8,10,51.91,0.96,0.96,0.8,67.72,36,6.5,4,56.04,10022,22,125,15,55.96
4.61,185.9,259.0,228.5,143.0,3,11,46.43,1.96,1.01,1.06,61.71,38,6.42,6,45.15,6923,15,86,15,34.8
3.35,116.8,164.3,185.0,102.7,3,14,60.3,1.25,0.39,0.59,64.84,20,9.79,5,55.68,6715,13,106,19,38.66
8.28,260.4,417.1,178.4,77.2,8,5,79.97,3.02,2.86,1.95,82.72,75,6.83,3,80.51,20382,45,290,37,87.25
6.16,202.5,327.4,151.4,60.0,11,8,69.02,2.18,2.01,1.53,80.09,61,6.37,3,78.59,16273,32,282,30,78.94
6.31,214.7,327.7,77.4,46.0,9,4,71.15,1.93,1.81,1.76,84.0,71,7.0,3,89.19,17275,39,248,34,84.89
6.05,197.1,318.5,124.9,90.7,5,11,79.34,2.17,1.9,1.32,68.8,51,7.14,5,63.65,10004,29,183,29,66.27
3.5,119.6,240.8,279.7,121.5,6,11,45.98,1.39,1.08,0.51,81.82,30,9.42,5,60.69,11768,19,129,13,42.11
1.93,61.8,98.9,247.9,137.6,5,11,52.73,0.86,0.0,0.2,26.58,0,7.44,6,38.16,2400,9,9,5,25.12
6.01,210.5,333.4,165.9,39.1,7,7,77.6,2.12,1.82,1.56,67.43,73,7.1,4,72.26,14010,31,205,27,69.94
3.3,109.9,167.4,217.7,89.0,4,11,49.92,1.27,0.47,0.78,58.54,19,6.14,5,48.35,3364,12,69,10,46.85
2.64,30.3,74.7,217.8,104.8,5,14,45.67,1.42,1.05,0.68,55.54,21,8.07,5,44.74,6791,15,98,12,33.95
6.82,249.9,358.3,75.7,78.3,11,7,80.52,3.7,1.37,2.05,74.94,48,7.37,3,65.03,15909,28,219,32,83.03
3.52,112.3,154.2,222.4,139.0,6,12,43.4,1.55,1.44,1.11,62.53,17,6.35,4,38.05,7315,11,97,16,41.24
2.86,77.1,166.5,239.2,117.4,6,9,40.75,0.66,1.32,0.66,46.47,19,8.5,9,49.32,7360,17,100,18,31.16
7.39,231.4,410.7,200.6,84.0,13,7,77.81,2.73,2.19,2.2,82.4,79,6.66,2,73.66,22046,47,246,31,87.9
7.61,261.8,405.2,156.0,95.7,9,10,72.99,3.48,2.56,2.19,80.23,64,5.96,2,73.23,16103,35,200,36,85.15
2.57,120.0,170.6,272.4,147.3,5,14,48.19,1.35,0.3,0.48,54.62,18,6.73,5,38.03,6428,12,69,13,34.19
6.37,174.1,290.1,86.3,52.6,12,12,70.81,2.93,1.3,1.7,80.38,68,7.82,2,75.82,14955,30,283,37,77.86
4.88,134.0,268.2,161.0,86.3,5,12,64.6,1.53,1.09,0.85,55.26,42,7.52,4,56.15,6547,19,202,18,47.46
4.26,146.6,216.7,215.0,120.3,6,14,57.26,2.39,1.51,1.13,70.79,32,5.83,5,54.62,7229,19,178,23,42.66
5.33,127.1,228.8,206.6,104.7,8,7,47.17,2.15,1.05,1.07,65.96,53,6.46,5,56.09,12094,29,142,26,53.12
6.21,223.0,313.0,160.3,124.1,6,7,45.29,2.67,0.96,1.83,61.99,42,6.5,5,72.4,12064,24,202,23,69.7
7.15,257.6,373.3,88.2,80.5,10,8,60.32,2.86,2.16,1.94,76.78,67,7.99,4,75.16,13211,36,209,37,80.73
3.89,71.9,204.7,258.5,98.7,4,15,25.66,1.53,1.4,0.81,56.33,31,7.76,4,45.55,8281,9,71,13,47.99
6.62,242.1,371.0,92.2,66.7,9,8,65.6,3.04,2.29,1.2,83.18,63,6.91,4,69.04,16591,31,218,31,81.02
7.19,159.2,316.4,125.9,70.6,12,12,52.9,3.31,1.65,1.91,71.03,63,7.05,3,75.11,12682,34,203,32,69.26
3.5,158.2,221.2,233.0,75.2,5,16,46.38,0.53,1.43,1.02,73.15,31,7.56,5,52.64,8693,12,97,19,46.08
4.72,149.3,236.5,189.3,72.9,5,9,54.63,2.09,1.0,1.72,63.87,47,8.33,6,46.26,9826,18,104,19,49.8
7.5,205.9,382.4,62.9,33.4,11,7,91.98,3.79,1.82,1.58,81.14,58,9.46,5,73.85,17807,38,228,41,90.26
3.34,112.4,190.3,262.0,83.6,1,14,39.28,1.57,1.47,0.87,51.66,18,9.27,7,51.77,5443,11,97,14,24.91
2.85,68.2,125.9,210.5,144.2,3,16,42.78,1.27,1.15,1.31,67.04,33,6.66,6,56.42,7326,16,120,15,41.7
4.06,130.1,159.1,231.4,113.2,10,11,61.94,1.42,1.48,1.0,72.76,57,7.28,4,62.03,12916,18,199,22,61.38
2.21,63.0,126.5,358.7,159.7,2,12,38.35,0.6,0.01,0.57,36.82,0,7.46,7,29.73,3337,7,54,2,17.48
3.56,91.0,108.4,189.5,71.1,3,13,67.78,1.12,1.55,0.98,57.85,26,8.05,7,61.02,8630,16,92,16,35.34
3.2,105.4,133.5,148.7,80.4,6,12,56.02,1.35,1.43,1.04,58.84,25,7.45,6,43.43,8781,14,101,17,46.59
2.55,108.2,170.5,189.0,93.0,6,14,49.54,1.32,1.35,0.65,56.26,23,7.72,6,36.6,4195,18,64,14,43.77
3.9,124.6,212.4,211.1,153.5,5,10,39.08,0.0,1.82,1.63,60.94,28,8.1,5,52.47,6502,20,126,15,43.0
5.69,181.6,309.3,155.7,4.3,11,7,79.18,1.72,1.64,1.31,78.61,66,6.38,3,75.21,16288,37,193,34,79.15
3.27,106.3,210.3,227.7,120.1,2,12,48.25,0.89,0.79,0.84,58.29,25,7.38,6,44.79,5359,20,101,18,35.8
3.63,73.7,167.6,217.2,65.3,6,9,54.12,2.44,1.23,0.8,64.79,42,9.76,3,58.77,13781,26,155,23,53.28
4.98,160.8,242.7,178.7,116.1,6,5,60.95,1.77,0.98,1.52,50.68,34,6.89,7,55.74,7678,17,101,20,53.58
4.22,146.3,230.8,222.1,109.4,8,12,58.08,2.3,1.54,0.85,65.06,33,6.44,5,47.77,8216,19,189,19,49.99
3.42,111.4,170.9,159.1,109.9,6,11,54.39,1.69,1.46,1.28,59.09,37,7.71,7,55.54,9347,20,124,16,45.47
3.21,96.3,128.2,191.4,88.3,5,13,38.58,1.46,1.51,0.68,51.28,20,5.96,5,53.73,8324,17,100,15,42.11
0.5,10.0,0.0,275.2,128.5,0,17,28.94,0.0,0.95,0.24,44.44,15,6.04,8,32.82,635,10,61,2,4.45
6.36,202.9,323.7,130.9,91.7,10,13,74.97,2.4,1.17,1.78,71.21,52,6.71,7,67.06,14405,33,162,33,63.13
5.16,181.9,310.9,169.4,116.0,8,7,62.31,0.77,1.32,1.12,50.35,31,7.44,6,62.07,8020,22,122,16,47.41
4.83,140.1,239.9,148.3,102.8,5,13,50.08,1.67,1.04,0.59,54.85,43,7.28,5,61.17,12464,22,135,23,60.17
4.16,123.7,176.8,229.0,126.4,4,14,38.0,1.75,1.36,1.1,55.6,27,8.26,7,43.93,8133,17,105,19,30.05
3.41,118.7,194.5,165.7,101.8,5,12,57.85,1.16,1.03,1.16,48.73,28,6.56,5,50.09,5866,17,83,17,45.12
6.81,237.3,349.4,175.7,48.8,7,8,73.03,2.84,2.66,1.84,63.86,57,7.8,4,64.49,10985,28,170,24,72.46
4.45,109.7,176.6,107.8,129.9,8,11,65.14,1.4,1.67,1.11,72.73,44,7.05,3,71.67,9657,20,134,23,61.51
6.68,210.2,314.8,132.5,76.9,8,1,64.59,3.06,1.88,1.84,82.94,64,8.46,2,79.85,14093,34,232,34,80.13
2.68,40.1,113.8,163.1,125.6,3,15,34.02,0.31,1.24,0.69,60.18,20,7.85,9,32.74,2690,6,0,2,21.03
3.33,117.8,187.9,170.3,108.6,4,14,66.34,0.69,1.08,0.45,53.78,33,7.03,8,56.42,10733,23,83,19,38.88
5.87,144.7,281.1,190.3,54.6,10,13,77.83,2.66,1.46,1.48,73.88,67,5.48,2,69.24,17025,27,297,38,69.69
7.6,223.6,331.0,31.7,6.4,9,6,72.95,3.09,2.09,1.94,85.68,51,6.96,3,77.73,12691,41,224,35,83.61
6.17,194.0,299.6,133.3,84.1,13,7,64.81,2.8,2.31,1.61,80.54,70,8.73,3,82.0,18374,37,197,34,78.77
6.48,208.7,331.2,95.8,82.2,9,7,76.39,2.49,2.6,1.65,76.99,58,5.72,3,79.11,13170,35,128,25,70.23
4.0,104.6,199.9,184.2,91.8,9,12,69.32,2.58,1.64,1.21,60.75,39,8.9,5,51.77,7938,24,132,23,49.63
4.67,92.8,198.9,181.3,145.0,7,10,47.95,1.76,1.59,1.28,61.59,23,7.69,7,49.28,9542,19,143,22,40.04
4.46,152.0,239.1,139.5,58.8,8,8,70.87,1.29,1.62,1.28,62.37,66,6.76,4,68.05,17636,30,190,31,71.15
2.51,76.0,120.8,212.6,134.2,4,13,27.22,0.69,1.02,0.87,43.32,23,7.39,6,36.84,3049,5,6,8,30.0
3.95,110.4,151.5,182.4,117.4,4,8,53.84,1.13,1.05,1.42,61.95,59,7.16,6,68.66,12158,25,225,27,52.36
4.55,149.7,246.9,124.2,125.3,8,10,65.05,2.86,1.53,1.15,63.48,43,9.85,7,69.15,10917,22,211,26,48.79
5.13,170.7,189.7,143.5,82.4,9,7,50.4,2.15,1.83,1.39,64.18,35,8.04,6,65.17,11659,25,179,28,60.51
4.78,133.3,262.9,183.7,77.3,2,14,61.01,2.29,2.13,1.3,69.94,45,7.4,4,49.53,7517,23,59,19,54.09
4.25,130.7,244.8,142.8,81.6,7,9,73.74,1.39,0.79,1.09,68.54,43,9.09,6,56.39,12060,22,143,20,52.98
3.93,124.2,204.2,197.2,62.9,7,11,70.82,1.24,0.91,0.85,46.57,38,7.73,5,58.29,6804,22,127,12,55.9
3.93,112.6,214.0,218.0,96.2,4,10,59.08,1.7,1.44,1.32,50.44,29,8.07,6,50.86,10725,23,80,13,46.79
5.35,170.3,319.6,102.5,60.4,9,7,73.46,1.65,1.53,1.61,89.37,69,6.58,4,72.59,15505,35,213,35,77.87
4.47,112.8,178.9,254.8,42.3,9,8,71.94,1.99,1.34,0.71,75.84,61,6.24,5,59.69,18692,43,196,27,63.41
5.89,203.4,319.7,99.2,76.8,5,9,53.07,1.34,2.76,1.57,67.61,61,8.22,5,64.08,11385,21,201,26,70.54
5.04,194.6,298.6,231.9,104.8,6,12,47.44,2.36,2.24,1.09,53.77,29,8.76,4,51.88,7602,18,160,15,46.2
2.99,102.9,178.2,195.3,55.0,6,11,63.08,0.0,0.94,0.93,67.35,30,4.73,5,38.86,8600,14,116,12,46.69
6.0,167.2,297.7,253.8,122.0,9,9,70.56,1.48,1.46,1.62,70.45,60,6.95,4,68.19,12861,31,219,27,63.91
5.38,132.6,274.8,180.2,86.4,6,12,47.53,2.61,1.56,1.64,67.96,42,7.28,5,63.34,13508,21,293,30,66.9
2.74,67.8,108.1,261.5,98.3,5,10,58.45,0.69,0.16,0.0,62.1,40,8.96,4,48.58,6541,12,84,13,36.26
5.65,176.2,310.4,123.2,85.6,11,6,64.69,2.37,2.16,1.35,82.99,68,7.97,2,78.14,17535,39,274,31,77.77
2.99,64.8,157.4,284.1,120.2,3,13,28.54,1.17,0.98,1.34,48.39,17,7.12,8,28.97,5491,12,84,13,25.21
3.65,116.3,175.6,195.5,117.3,5,11,39.63,1.86,0.95,0.78,45.31,29,4.93,7,48.9,10297,10,99,17,28.53
5.87,173.2,282.6,144.2,57.0,9,11,59.91,2.32,1.77,1.39,69.91,45,7.91,3,65.2,17356,27,165,25,66.48
2.89,96.7,133.5,194.7,148.0,5,14,43.37,1.13,0.79,0.5,54.95,3,7.89,7,45.15,5823,19,31,10,35.88
5.18,183.3,285.4,163.3,85.4,7,9,71.04,2.69,1.88,1.09,67.42,47,7.08,5,67.05,12124,22,177,23,66.86
6.71,199.1,384.5,158.4,66.4,10,9,60.19,1.93,1.62,1.48,65.94,57,6.34,6,68.67,13559,28,196,28,69.83
6.0,172.5,285.9,118.4,45.3,5,9,66.03,2.16,2.19,1.28,69.71,63,6.3,3,67.27,12428,28,239,28,68.46
7.33,182.0,321.1,165.4,36.8,11,7,77.68,2.14,1.92,1.36,84.73,62,7.4,4,77.6,17169,33,239,33,86.73
3.11,101.8,186.4,224.5,141.0,3,10,45.65,0.58,1.2,0.69,62.59,21,4.75,7,48.56,7173,16,70,19,25.28
6.92,215.5,370.2,83.6,41.0,13,6,91.52,2.86,2.32,1.65,100.0,71,7.85,1,78.77,19153,39,243,38,89.85
5.34,145.1,265.4,149.5,92.4,7,9,76.27,1.38,1.84,1.38,68.92,37,5.44,5,62.1,13709,31,153,28,62.31
3.79,111.2,181.3,254.6,124.1,7,15,46.11,2.39,0.66,1.43,61.37,31,6.84,7,44.84,4489,13,64,15,32.01
3.64,161.7,178.0,168.5,70.7,6,8,56.56,1.63,1.07,0.58,52.03,27,7.57,4,42.42,7931,18,144,17,52.96
2.92,96.9,140.6,234.0,100.1,3,10,49.42,1.26,0.92,0.67,42.24,22,6.35,7,43.45,5891,15,75,12,28.68
7.69,246.1,423.1,77.0,82.5,13,6,70.52,2.6,2.45,1.78,92.58,71,8.75,2,85.59,19867,41,253,38,81.5
4.42,150.1,245.8,145.8,137.3,7,9,72.29,2.42,1.32,0.89,64.39,37,6.91,5,57.68,12054,24,172,27,55.25
6.05,168.7,287.2,131.8,68.6,6,9,54.7,2.03,2.0,1.33,83.5,61,7.06,4,74.02,16319,30,201,26,68.31
7.62,181.3,332.8,87.8,54.7,11,4,90.27,2.95,1.91,2.26,68.44,79,7.8,3,87.58,21015,39,286,45,95.15
7.22,213.4,353.8,124.6,102.4,9,8,89.95,2.32,1.75,2.07,84.73,76,7.73,4,91.83,18006,34,259,35,88.5
5.89,102.3,263.5,103.0,79.1,8,10,80.71,3.31,2.11,1.45,93.66,55,7.51,4,73.93,13386,30,282,30,77.73
3.91,90.7,138.4,180.1,117.2,5,16,52.95,0.1,1.45,0.93,57.81,32,6.52,7,47.14,8699,18,88,10,42.62
7.41,247.0,395.8,107.5,9.8,12,9,80.14,3.16,2.46,1.59,86.95,71,6.65,2,83.72,19794,41,332,36,89.31
4.95,103.0,191.0,211.7,77.3,7,9,63.9,0.85,1.24,1.39,81.92,37,8.08,4,50.11,11490,27,208,25,52.11
3.94,95.0,192.6,196.6,137.2,7,12,46.09,1.32,1.07,1.04,57.23,25,6.57,6,62.03,9686,19,130,19,35.84
6.1,159.2,254.3,225.6,70.1,5,13,55.16,2.27,1.62,1.18,71.88,36,8.74,4,48.17,13165,24,145,22,52.4
4.76,167.5,253.3,138.4,109.9,9,10,65.01,2.23,1.09,1.2,59.18,44,7.46,4,55.56,11668,28,171,18,61.63
7.83,255.4,416.9,79.8,37.1,11,8,77.38,3.93,2.03,1.95,85.66,80,8.17,6,80.62,17769,37,304,38,84.52
8.49,283.6,456.4,62.3,45.2,14,5,85.45,3.37,3.3,2.32,79.16,72,8.77,1,94.19,20090,46,300,42,100.0
4.75,111.7,211.0,199.7,126.1,4,9,46.48,2.7,1.24,1.58,57.34,22,8.11,6,35.86,5346,14,24,9,36.13
1.75,82.9,137.8,211.8,127.6,4,13,33.6,0.58,0.12,0.12,68.28,12,6.74,7,26.26,3055,6,62,11,24.15
4.15,94.3,182.8,80.3,114.0,7,8,62.6,2.26,0.63,0.8,75.66,50,8.57,5,67.21,10085,28,197,25,61.54
3.6,115.3,185.7,267.6,101.7,4,15,27.75,1.32,0.73,1.67,43.26,9,8.99,7,42.86,4577,6,84,6,26.8
4.84,122.2,234.5,221.8,75.8,5,10,57.8,1.35,1.59,1.12,67.87,23,7.55,4,59.82,12655,22,181,18,54.59
1.63,52.8,89.3,208.5,103.9,5,15,55.51,1.54,0.36,0.33,54.73,19,8.34,8,41.09,5204,10,55,12,29.33
3.91,106.8,191.4,205.3,100.5,8,7,66.85,1.09,1.25,1.43,73.91,48,8.61,7,72.05,13029,26,235,23,53.9
5.77,229.3,314.4,142.0,44.9,10,10,68.73,1.61,1.42,1.84,70.07,45,6.36,5,58.3,11135,26,155,21,75.17
2.55,91.5,104.9,239.7,139.2,5,10,41.67,1.6,1.0,0.44,48.19,19,6.66,7,40.38,6536,18,51,15,26.5
6.89,182.7,329.1,100.2,68.2,10,8,77.99,3.22,1.7,1.64,90.45,79,8.59,4,73.99,15561,38,221,32,82.79
2.97,26.4,119.4,179.1,135.3,5,11,48.31,0.97,0.71,1.22,52.66,19,7.35,3,49.38,9930,18,157,17,41.74
4.16,143.5,188.3,143.9,109.7,3,10,49.78,1.24,0.83,0.97,48.44,43,7.8,5,65.53,11181,20,124,17,53.2
5.87,183.1,338.6,86.0,50.2,8,9,68.46,1.73,1.97,1.27,66.79,48,6.43,3,60.3,12531,30,203,26,69.65
3.94,105.9,167.6,197.0,69.6,8,15,48.9,1.94,0.67,0.98,46.66,32,7.04,6,44.17,7297,9,168,19,50.04
4.65,141.2,231.3,127.3,141.6,5,11,44.96,2.39,0.69,1.37,69.0,39,8.05,6,62.77,10684,21,190,23,47.12
6.6,171.8,289.9,114.3,96.1,9,9,79.4,2.08,1.51,1.18,75.58,45,7.19,4,76.31,15371,36,262,31,72.37
0.5,15.0,44.2,310.6,173.5,0,16,39.67,0.11,0.0,0.07,41.6,7,7.01,6,30.41,3738,13,36,4,6.39
6.49,208.4,329.3,169.7,114.6,10,8,68.5,2.47,1.6,1.77,63.69,53,7.18,2,66.42,17249,35,173,35,72.49
6.53,229.8,357.6,150.5,55.3,9,10,67.06,3.26,1.95,1.73,61.63,40,7.82,5,53.97,12529,33,192,29,67.54
5.13,161.1,254.9,51.8,89.8,9,10,65.29,2.48,1.24,0.78,79.6,62,4.57,5,77.83,16880,32,217,27,69.42
4.86,192.1,266.6,168.2,100.4,8,9,74.44,3.74,1.32,1.25,68.03,46,5.58,6,70.83,12693,31,191,28,63.67
5.95,213.1,351.5,156.6,92.3,7,9,68.08,2.66,1.24,1.35,69.43,58,5.52,5,70.01,15251,26,190,27,70.86
4.81,142.2,254.3,250.1,97.6,4,12,52.12,1.83,1.78,1.34,65.76,53,8.2,7,47.5,7826,16,158,18,42.33
7.58,238.0,380.8,85.7,94.1,9,9,70.79,3.59,2.58,2.31,84.08,51,8.13,5,81.45,16569,24,211,28,90.64
7.67,219.3,358.8,79.4,33.5,13,5,86.21,2.98,1.78,1.8,87.27,68,6.36,3,78.4,15006,34,278,33,87.32
3.91,87.2,203.3,174.4,119.2,7,6,60.2,1.64,1.76,1.15,60.74,42,8.91,5,51.64,8943,30,153,23,51.61
2.93,98.3,206.4,211.1,175.8,4,16,30.38,0.43,1.33,1.0,58.95,19,7.51,5,41.18,6670,11,23,7,40.75
5.92,180.3,280.5,111.6,82.3,8,8,78.9,2.94,1.65,1.37,65.86,63,8.12,5,64.44,13693,27,187,22,79.17
6.15,194.1,303.2,95.7,57.4,9,9,63.48,2.8,1.23,1.41,75.08,47,6.38,3,77.6,13247,26,184,24,69.86
6.11,209.6,294.4,174.7,41.5,9,10,76.79,1.79,1.88,1.25,86.35,63,6.95,5,63.46,15296,25,211,32,70.83
1.92,114.9,103.4,218.9,139.8,4,16,34.2,1.05,0.88,0.8,62.54,33,7.06,7,23.93,3655,8,81,7,18.96
6.53,222.9,330.5,105.4,56.5,6,9,78.06,2.15,1.91,1.46,77.32,74,5.06,2,80.81,17385,40,231,27,72.09
4.68,143.2,268.3,209.3,150.7,6,12,52.36,1.66,1.24,1.5,50.86,31,7.77,6,47.85,8715,15,148,12,48.78
1.99,108.0,151.1,242.4,117.2,0,15,39.86,1.24,0.61,1.02,47.21,3,6.87,6,36.3,6071,13,107,12,31.5
4.32,140.8,229.6,161.0,147.7,3,9,39.25,2.24,0.94,0.73,60.78,32,6.38,9,56.91,8314,17,167,15,33.41
3.58,73.4,134.6,216.9,100.8,7,13,61.09,1.23,0.83,0.97,54.9,34,8.66,7,43.93,6545,15,65,18,32.85
