study_hours_per_day,app_usage_minutes,idle_time_minutes,lms_logins_per_week,submission_offset_hours,completion_rate_percent,deadline_misses_30d,streak_days,avg_session_length_min,distraction_visits_per_day,sleep_hours,risk_level,is_procrastinator
2.69,130.6,76.9,8,-10.7,43.2,9,11,31.0,10,5.17,High,1
4.77,59.3,3.2,7,13.0,52.4,5,8,33.0,6,5.59,Moderate,0
4.03,182.7,66.1,10,21.1,44.2,6,7,48.6,7,6.67,Moderate,1
6.24,84.8,10.7,12,52.9,85.9,0,20,39.2,2,7.72,Low,0
0.39,205.0,78.1,5,-11.4,35.7,9,3,46.1,13,5.7,High,1
3.51,219.4,67.8,8,3.0,49.7,8,10,52.4,11,5.75,Moderate,0
4.89,104.1,43.4,13,25.7,71.5,6,12,53.3,4,7.41,Low,0
4.01,110.7,50.1,8,21.2,49.2,7,18,24.3,5,7.12,Low,0
7.87,35.6,37.5,14,46.9,93.4,1,21,65.9,0,8.38,Low,0
4.14,245.1,66.3,6,-12.0,52.3,8,8,10.4,10,5.58,Moderate,1
1.74,261.9,85.1,2,-0.1,28.0,12,2,27.0,8,4.74,High,1
3.45,138.6,25.6,13,20.8,62.2,7,13,39.6,7,6.33,Moderate,0
5.28,139.0,33.7,10,7.3,59.2,6,11,30.7,12,6.12,Moderate,1
4.64,147.1,67.8,11,23.1,40.4,5,11,72.9,8,6.08,High,1
3.17,245.9,40.1,6,11.6,56.9,10,12,31.1,10,6.61,High,1
1.86,230.2,53.1,2,17.5,42.1,10,5,21.0,12,4.11,Moderate,1
5.43,91.4,20.3,12,36.0,68.9,3,10,58.5,1,6.96,Moderate,1
3.07,205.7,47.3,3,2.2,31.3,9,8,14.7,9,4.84,Moderate,0
6.75,133.0,33.9,13,22.7,68.3,7,11,33.2,8,6.12,High,1
4.42,123.4,18.8,12,55.8,70.6,6,15,56.9,5,8.77,Moderate,1
5.9,138.9,14.2,14,71.6,84.7,3,14,56.1,3,6.78,Low,0
0.0,227.4,85.2,6,6.4,27.3,11,0,31.5,13,5.51,High,1
3.16,164.0,38.1,9,43.0,80.4,3,7,39.2,10,8.32,Moderate,0
3.12,143.3,40.3,8,8.2,60.2,7,5,39.5,9,7.09,Moderate,0
2.01,208.6,17.3,10,43.7,70.5,6,11,43.4,12,6.98,Moderate,0
3.45,67.0,21.9,11,45.6,71.6,4,12,43.4,9,6.46,Low,0
3.85,165.2,22.4,11,-0.6,62.1,3,12,48.3,4,6.03,Moderate,0
0.0,270.3,100.0,6,-19.6,22.0,13,2,35.5,16,5.9,High,1
4.3,157.2,20.1,10,21.5,77.3,5,10,36.9,4,5.83,Low,0
1.47,192.3,47.6,6,12.5,19.8,11,0,35.2,8,6.77,High,1
5.99,99.4,45.2,9,66.9,83.2,2,22,52.0,4,7.72,Low,0
4.56,68.3,36.3,9,12.1,81.2,2,14,57.6,4,7.12,Low,0
6.14,55.0,32.2,13,31.6,87.2,5,16,48.5,1,5.98,Low,0
4.67,161.5,42.7,6,5.1,62.9,7,5,47.3,10,6.52,Moderate,1
4.08,148.6,58.3,11,35.8,64.2,4,12,37.7,9,8.14,Moderate,0
3.36,122.3,58.0,6,4.0,54.3,10,2,18.5,7,6.89,Moderate,1
1.35,163.5,42.1,10,3.7,39.0,9,8,29.6,11,4.13,High,1
0.87,204.6,29.5,10,19.5,49.6,9,2,35.4,10,6.82,High,1
1.93,254.5,58.7,5,11.2,46.7,6,2,14.6,12,6.23,High,1
3.93,118.8,27.5,11,26.3,67.0,1,9,25.8,4,4.59,Low,0
2.48,177.4,26.5,6,22.8,62.9,9,9,42.0,4,6.87,Moderate,0
3.24,146.7,27.6,9,20.3,60.4,6,10,40.7,10,6.95,Low,0
1.8,216.1,71.9,5,-8.8,52.1,12,6,28.4,6,4.89,Moderate,1
3.46,129.1,29.1,8,9.5,56.8,2,15,39.2,6,6.54,Moderate,0
3.18,276.7,69.2,5,-6.0,42.8,10,2,32.4,12,5.89,High,1
2.29,94.8,37.9,10,13.0,66.5,5,10,37.4,8,5.84,Low,0
3.06,221.7,35.1,6,21.2,61.8,9,6,26.6,6,5.26,Moderate,0
5.56,152.7,58.1,8,9.8,51.3,9,6,32.0,7,5.36,Moderate,1
3.23,182.5,17.2,6,2.3,50.1,6,5,19.9,6,7.5,Low,0
5.78,88.1,29.3,10,31.6,61.1,5,16,60.0,5,7.08,Low,0
0.9,229.6,35.0,5,19.5,29.0,12,2,26.8,16,6.14,High,1
4.84,120.5,19.7,12,41.6,85.0,5,16,51.1,8,7.21,High,1
1.07,313.1,39.6,7,-18.4,30.0,12,5,39.0,10,5.33,High,1
5.43,190.6,50.8,10,26.8,63.4,5,6,42.8,6,5.73,Moderate,1
4.92,72.5,56.9,11,18.0,67.0,3,12,37.2,4,7.18,Moderate,0
5.38,177.7,25.4,10,41.6,64.0,6,11,50.5,5,7.01,Low,0
1.04,225.6,16.0,4,-22.7,20.5,11,0,21.5,17,5.57,High,1
6.69,40.2,0.0,15,60.2,95.5,1,19,52.9,0,8.48,Low,0
5.73,116.8,18.6,14,34.3,91.1,2,15,54.1,0,6.47,Low,0
3.45,185.6,32.3,12,26.9,67.0,5,16,45.1,6,7.34,Moderate,0
2.63,135.5,33.4,8,3.9,46.9,8,9,43.7,11,7.75,Moderate,1
3.42,184.9,44.6,7,8.1,55.6,5,11,40.7,10,5.79,Moderate,1
2.84,275.9,54.4,8,-6.6,49.0,11,11,41.8,3,6.43,High,1
2.09,220.3,77.0,11,-13.4,44.4,11,1,23.0,10,4.51,High,1
3.2,63.4,34.2,10,46.4,74.7,3,15,62.8,2,7.41,Low,0
1.08,177.3,52.1,5,-17.5,58.4,8,11,28.0,10,4.83,High,1
2.29,186.2,35.9,7,14.5,66.8,5,8,37.1,8,6.07,Moderate,0
3.46,199.8,40.9,8,-18.4,54.8,10,5,50.0,9,5.56,High,1
6.39,58.7,0.0,9,63.4,75.4,2,15,59.6,0,8.49,Low,0
5.8,36.0,17.0,14,30.5,100.0,3,19,74.4,1,5.41,Low,0
2.35,227.3,64.4,7,-17.4,43.2,7,0,41.2,10,5.7,High,1
6.59,61.2,22.9,16,33.1,67.8,3,16,53.5,0,6.72,Low,0
3.06,163.7,33.9,9,13.1,76.9,2,9,36.0,5,7.74,Moderate,1
2.48,129.8,29.4,9,19.5,50.5,6,2,35.6,12,6.45,Moderate,1
0.71,184.7,45.7,7,-16.9,39.4,8,1,28.2,10,6.55,Moderate,1
1.11,139.1,36.7,11,-7.7,49.4,8,7,28.3,7,5.51,Moderate,1
4.58,209.9,41.4,8,35.0,44.8,6,7,20.5,8,6.47,Moderate,1
3.57,174.0,32.2,7,8.3,56.5,8,6,47.3,7,6.27,Moderate,1
6.2,65.6,3.7,12,46.0,82.2,4,18,51.4,3,8.23,Low,0
1.3,242.2,64.9,9,17.1,37.9,5,11,36.4,15,5.12,Moderate,1
2.71,215.2,93.4,5,3.5,46.3,3,8,33.4,10,4.82,High,1
1.88,236.4,78.0,5,-24.0,21.4,12,0,7.3,17,5.35,High,1
5.82,62.4,37.0,12,62.4,85.4,0,11,49.4,2,6.36,Low,0
4.8,118.0,25.4,14,34.3,78.4,1,17,35.8,1,6.21,Low,0
4.7,113.3,50.3,13,51.7,77.3,1,12,54.0,11,6.71,Moderate,1
6.67,91.6,48.4,11,47.4,69.9,6,14,43.4,8,6.37,Moderate,0
2.5,190.3,84.1,5,-1.2,55.2,7,12,34.6,10,6.32,Moderate,1
3.44,220.0,42.7,5,16.5,54.5,7,9,54.1,12,7.56,Moderate,1
5.49,77.3,21.6,14,31.8,83.7,2,8,22.4,7,7.09,Low,0
3.74,161.6,44.7,10,10.4,64.8,6,13,39.0,11,7.74,Moderate,0
1.84,131.4,45.5,11,28.8,58.9,5,5,33.8,9,6.81,Moderate,0
5.41,114.0,54.3,9,27.5,71.3,7,11,36.4,6,7.11,Moderate,0
2.94,163.6,33.1,7,16.1,52.6,6,16,56.4,8,4.19,Moderate,1
3.88,192.9,38.7,9,0.3,34.3,8,9,34.2,7,6.29,High,1
2.98,209.5,51.3,15,31.5,49.9,8,13,58.4,12,5.7,High,1
3.64,79.6,39.9,9,-6.7,56.0,3,12,50.1,2,5.16,Low,0
6.0,127.5,36.0,10,41.5,69.2,6,10,43.0,2,6.09,Low,0
4.0,213.0,73.4,6,21.5,57.0,8,7,34.3,10,6.1,Moderate,1
5.62,173.5,65.7,10,18.7,51.0,6,7,42.9,6,6.29,Moderate,1
4.07,207.5,68.1,7,-1.1,42.6,9,4,25.4,9,5.82,High,1
5.91,109.2,22.5,15,36.6,63.5,5,20,39.5,3,8.48,Low,0
5.54,107.0,25.3,7,25.3,68.8,4,13,44.6,3,7.09,Low,0
0.32,140.8,39.0,2,29.2,62.5,7,2,31.1,14,5.88,Moderate,0
4.7,136.9,40.3,8,5.7,65.8,8,10,52.6,7,6.3,Moderate,1
3.98,198.5,40.1,7,6.2,60.6,8,5,28.2,13,7.08,Moderate,1
5.84,116.0,0.0,13,32.8,84.9,1,14,61.9,0,6.01,Moderate,0
5.33,64.3,30.7,10,48.6,82.2,2,22,53.4,6,8.26,Low,0
0.16,215.8,79.0,2,-8.0,41.9,11,2,26.4,9,4.12,High,1
6.76,119.9,32.6,14,26.2,72.8,4,13,33.6,5,5.77,Moderate,1
2.41,195.8,65.4,5,1.4,41.7,9,8,37.7,11,6.35,Moderate,1
4.28,194.4,33.7,9,8.7,54.1,6,10,26.8,10,6.71,Low,0
2.96,184.1,48.1,4,11.3,38.9,13,6,5.1,10,5.37,High,1
4.3,92.0,6.0,12,36.8,78.9,1,14,54.0,6,7.37,Low,0
1.51,119.4,67.8,10,3.1,30.9,10,8,46.8,11,7.37,Moderate,1
3.38,158.4,38.2,9,19.9,78.0,9,9,47.1,9,5.15,Moderate,1
4.92,140.1,18.7,12,13.2,81.9,5,18,58.2,6,5.98,Moderate,0
2.89,268.5,30.1,7,13.3,67.0,9,6,28.7,8,5.55,High,1
4.79,119.5,2.3,10,30.6,80.6,1,13,39.4,0,6.24,Low,0
3.33,238.0,44.9,1,-16.5,47.8,10,5,35.6,12,5.74,High,1
3.43,220.2,65.5,7,-11.7,41.0,10,0,45.0,11,5.14,High,1
2.28,197.4,70.5,5,-5.1,32.8,9,0,25.0,14,5.08,High,1
6.35,166.4,24.7,9,40.4,73.7,5,13,51.3,5,7.43,Low,0
4.41,33.4,29.9,11,11.9,69.8,5,12,36.8,0,5.13,High,1
4.89,163.9,42.4,9,20.0,54.1,7,5,34.4,11,5.7,Moderate,1
5.91,154.1,33.1,7,15.9,54.2,7,15,33.9,9,6.47,High,1
5.89,27.8,59.2,10,14.3,84.6,1,12,40.0,5,7.13,Low,0
3.89,174.1,41.4,10,38.9,56.8,7,8,32.6,0,5.09,Moderate,0
3.29,197.6,29.7,5,7.8,51.7,9,10,18.2,11,5.16,Moderate,1
6.04,56.3,30.6,16,49.7,92.7,0,17,57.4,1,6.42,Low,0
5.59,112.2,41.8,12,54.3,60.0,5,15,35.3,4,7.05,Low,0
3.76,220.6,35.9,9,34.2,79.0,4,8,47.7,8,5.62,Moderate,0
3.4,112.6,28.0,12,-5.8,74.0,7,12,43.4,6,5.56,Moderate,1
4.9,156.6,11.7,10,21.8,97.2,1,17,57.1,3,6.23,Low,0
4.32,176.4,53.2,7,2.8,69.2,5,9,59.3,0,6.64,Moderate,0
4.77,114.8,37.7,9,41.1,77.8,2,13,47.1,5,6.86,Moderate,1
4.13,174.2,35.8,6,40.1,50.3,5,12,45.8,9,6.39,Moderate,0
6.47,59.9,19.3,11,37.0,89.0,1,15,45.0,1,7.64,Low,0
4.0,142.6,45.5,8,31.1,56.7,4,8,50.0,5,5.52,Low,0
4.36,90.7,18.3,16,10.9,79.3,4,19,58.3,4,7.59,Moderate,1
1.48,197.7,68.0,6,-29.2,39.9,12,1,34.1,15,6.47,High,1
6.77,73.3,34.3,14,28.9,86.6,1,12,32.6,6,6.14,Low,0
5.71,152.7,19.7,10,34.7,64.3,4,15,43.2,0,5.13,Low,0
4.07,158.2,42.9,7,26.5,66.5,9,10,27.8,13,7.97,Low,0
1.2,206.3,74.8,3,-2.1,30.6,13,3,24.9,15,5.45,High,1
3.39,232.3,64.3,3,5.8,45.4,9,5,31.2,5,5.11,High,1
4.62,130.1,11.2,9,20.1,65.4,4,10,44.3,9,6.28,Moderate,0
0.02,200.6,64.8,7,16.8,19.8,11,3,32.8,15,4.99,High,1
2.98,225.8,72.8,3,-13.9,38.0,8,2,18.6,10,4.29,High,1
3.72,124.2,14.8,10,22.8,66.1,6,10,41.6,7,6.65,Low,0
3.54,222.9,29.1,11,9.8,42.5,7,13,36.6,6,5.23,Moderate,1
3.93,128.3,41.2,7,14.1,62.1,7,11,31.1,7,5.56,Moderate,0
4.71,140.7,30.5,8,30.5,43.2,8,11,41.5,10,6.06,Moderate,1
1.58,183.8,68.8,8,12.5,57.0,8,4,26.7,22,5.71,Moderate,1
2.76,268.7,63.2,6,-8.7,38.8,11,3,33.0,18,5.75,High,1
0.07,179.2,67.3,5,-12.5,43.4,13,6,38.0,13,5.42,Moderate,0
6.22,0.0,0.0,13,30.1,100.0,0,20,61.6,2,6.51,Low,0
5.67,156.6,27.0,10,38.8,68.5,6,10,29.7,9,7.12,Moderate,0
4.85,38.5,28.5,12,40.2,82.2,2,13,26.9,0,7.49,Low,0
3.2,117.5,64.0,10,5.2,58.5,5,10,37.6,8,5.96,Moderate,1
3.05,122.4,26.4,5,0.6,62.3,7,12,31.8,11,5.52,Moderate,1
5.32,80.4,35.1,11,27.3,75.1,2,13,44.8,11,6.42,Moderate,0
4.5,184.4,28.7,8,3.4,50.9,3,6,36.2,8,7.1,High,1
2.34,176.6,61.5,5,40.4,39.1,9,7,20.0,6,6.15,High,1
3.75,160.0,55.7,9,31.3,43.3,6,4,32.8,13,5.47,Moderate,1
2.84,111.7,39.8,10,25.6,77.3,3,18,45.8,8,7.34,Low,0
7.67,101.9,27.4,8,53.1,82.4,3,15,49.7,0,5.74,Low,0
2.01,186.3,100.0,5,-5.1,49.6,7,5,28.3,9,5.94,High,1
6.71,84.2,11.9,8,46.2,89.6,1,14,54.0,0,6.99,Low,0
4.27,124.7,4.7,9,22.5,73.2,4,15,57.0,1,6.88,Low,0
2.68,163.6,52.1,4,-3.6,43.0,10,7,22.3,6,6.03,High,1
3.65,237.5,47.2,7,30.0,47.2,9,4,34.4,10,5.3,High,1
3.43,167.9,25.7,6,20.3,54.8,7,9,34.8,14,6.94,Moderate,1
4.24,189.6,45.4,6,32.6,52.6,7,10,31.4,12,6.9,Moderate,1
2.61,224.8,50.7,12,-8.9,46.3,9,10,56.2,13,6.46,High,1
3.43,197.4,55.7,8,10.1,38.0,8,3,26.8,10,7.22,Moderate,1
3.03,244.3,75.8,6,-24.8,33.7,12,5,27.9,14,5.96,High,1
5.05,68.1,26.1,11,40.3,84.6,1,20,43.9,0,5.85,Low,0
3.28,168.6,16.8,9,36.8,62.6,5,6,43.3,10,7.04,Moderate,0
4.87,123.9,2.9,10,42.1,80.5,3,19,45.6,3,5.46,Low,0
5.88,76.8,12.7,9,38.0,73.4,4,15,52.8,4,7.69,Low,0
3.68,169.6,39.7,11,33.4,56.8,4,12,35.6,5,5.79,Moderate,0
2.69,211.2,66.8,5,1.5,54.2,6,9,29.6,6,5.88,High,1
3.12,186.5,14.2,8,20.8,56.2,6,15,47.3,6,5.53,Moderate,1
2.99,44.3,45.7,10,28.7,65.8,4,12,50.1,5,6.64,Moderate,1
7.99,63.0,20.8,12,63.6,98.3,0,15,43.0,0,8.49,Low,0
4.77,159.0,24.8,11,16.7,78.6,7,9,49.9,1,7.9,Moderate,1
3.71,141.1,57.5,5,8.2,56.2,8,7,46.3,12,6.1,Moderate,0
4.82,80.2,0.0,13,77.4,85.8,1,16,49.5,0,6.06,Low,0
1.14,253.2,75.8,5,-5.4,30.2,11,0,48.9,17,5.93,High,1
5.01,92.0,25.0,13,32.3,91.2,2,16,50.8,0,7.07,Low,0
4.4,80.5,25.6,11,36.3,70.6,1,9,53.1,6,5.98,Low,0
3.84,200.5,72.5,9,-19.8,55.2,11,2,37.8,12,5.32,High,1
3.48,158.6,30.9,8,23.3,49.7,6,8,30.1,7,6.12,Moderate,0
4.11,112.4,14.9,10,38.9,80.6,4,19,53.8,5,8.15,Low,0
4.17,209.2,53.2,8,13.8,49.9,8,11,32.4,7,7.38,Moderate,1
3.13,152.3,46.6,9,18.7,55.4,6,10,31.3,9,5.76,High,1
2.02,78.4,45.0,9,41.2,81.4,6,10,37.2,3,5.98,Moderate,0
1.94,150.5,16.4,7,29.3,60.8,7,15,40.4,5,4.98,Low,0
3.55,260.0,50.2,9,2.6,48.5,6,0,44.0,6,6.33,High,1
6.64,75.3,34.7,12,43.4,83.5,1,20,48.9,2,7.15,Low,0
3.56,154.4,56.3,7,10.7,50.2,8,4,55.0,12,5.25,High,1
3.23,161.1,28.6,11,49.1,75.3,4,11,46.5,6,6.45,Moderate,1
4.35,216.4,63.2,8,17.9,53.6,6,11,35.5,8,6.6,High,1
4.27,43.1,49.3,13,39.5,76.8,3,14,40.6,0,6.41,Low,0
2.69,200.5,51.6,7,13.4,56.3,9,7,33.0,8,6.29,Moderate,1
6.2,29.7,3.1,12,44.4,100.0,2,17,30.8,1,6.55,Moderate,0
7.48,95.4,7.5,10,40.5,77.8,0,14,37.1,3,5.93,Low,0
6.34,52.4,24.2,11,35.1,77.6,1,15,43.5,9,6.61,Moderate,1
3.28,63.9,16.8,9,34.0,75.4,8,8,63.7,10,5.44,Moderate,0
4.6,90.6,45.9,12,20.6,76.7,1,16,60.0,8,7.83,Low,0
3.03,203.8,51.7,9,-4.4,43.9,7,6,26.4,15,5.96,Moderate,1
2.18,248.1,43.6,6,11.9,48.0,11,8,26.3,5,6.27,High,1
4.67,184.7,50.6,10,10.9,51.2,7,6,38.2,10,7.06,Moderate,1
3.36,172.1,21.1,10,37.8,70.3,6,14,56.7,5,6.34,Moderate,0
4.88,85.6,9.4,13,24.5,79.3,3,15,52.2,2,7.31,Low,0
4.34,144.2,44.7,10,24.4,63.7,6,14,28.1,4,6.58,Moderate,1
3.52,192.0,34.6,9,-9.5,56.4,5,9,40.0,12,6.02,Moderate,1
2.47,166.6,48.1,9,2.9,48.9,11,6,44.0,9,5.94,Moderate,1
2.77,209.5,56.0,5,3.1,29.0,9,5,41.3,12,4.33,High,1
3.47,110.0,43.4,7,12.6,61.5,5,11,41.9,13,6.45,Moderate,0
3.32,188.3,73.6,4,-10.1,28.4,12,0,26.6,14,6.24,High,1
5.65,55.5,22.0,8,47.7,86.1,2,11,46.7,0,6.65,Low,0
2.05,124.8,61.7,9,-16.6,40.3,5,8,41.0,6,5.08,Moderate,1
6.66,33.7,5.8,19,29.2,87.5,0,23,70.0,0,6.9,Low,0
4.52,140.7,34.6,13,28.7,78.2,5,14,21.8,8,6.89,Moderate,0
1.48,253.1,47.8,6,-1.8,39.4,10,7,33.5,11,4.95,High,1
3.94,113.5,51.7,5,13.2,77.3,4,6,31.0,3,6.86,Moderate,0
1.53,188.2,78.5,7,16.9,45.1,10,5,13.9,14,5.99,High,1
3.2,142.3,26.5,10,5.1,64.7,7,12,46.3,7,4.85,Moderate,1
7.04,29.7,35.9,14,49.4,83.9,3,13,45.4,5,7.24,Low,0
5.06,75.6,20.1,14,40.9,79.0,3,18,51.4,7,6.75,Low,0
1.69,204.7,49.9,5,-1.5,41.6,9,10,23.7,7,4.25,Moderate,1
6.87,160.0,28.7,14,55.4,85.4,2,18,58.3,0,7.43,Low,0
2.72,243.7,60.3,3,-5.0,38.5,7,5,27.8,13,6.34,Moderate,1
6.53,86.9,29.1,8,42.3,54.8,5,6,33.9,4,7.41,Low,0
5.22,177.3,43.4,10,12.5,51.9,5,11,30.0,5,6.85,Moderate,1
4.13,110.2,17.9,8,21.5,69.6,2,17,67.8,3,5.63,Low,0
6.03,91.4,23.6,11,22.0,96.4,3,23,44.8,5,6.73,Low,0
4.08,118.3,47.3,9,25.8,66.5,6,18,45.2,6,6.78,Moderate,0
4.01,153.6,18.2,11,18.9,56.4,6,10,43.3,6,6.25,Low,0
4.92,147.3,16.8,10,31.7,51.0,7,10,46.7,5,6.55,Moderate,1
2.1,182.5,22.5,3,-23.3,29.2,8,4,47.4,12,5.49,Moderate,1
3.07,207.0,49.1,6,7.5,36.2,9,3,33.7,17,6.49,High,1
1.81,184.5,31.6,10,18.9,62.3,6,11,45.6,8,6.94,High,1
2.18,198.4,59.1,5,6.5,50.4,12,1,20.9,12,5.09,High,1
2.67,208.8,0.0,6,23.6,39.6,5,6,39.1,5,6.74,Moderate,1
3.77,143.4,56.5,8,-10.3,52.2,8,6,25.4,9,5.16,High,1
3.05,156.0,49.3,9,17.9,45.9,6,8,45.4,8,6.22,Moderate,0
5.06,87.0,18.0,9,39.1,81.6,1,15,47.8,6,7.87,Low,0
0.87,259.6,62.8,6,-31.5,45.3,10,1,48.9,12,4.36,High,1
3.5,161.3,40.1,13,15.9,82.3,3,14,39.7,5,7.38,Moderate,1
4.56,107.0,54.8,11,12.1,54.4,4,14,41.0,8,4.56,Moderate,1
2.67,89.9,36.3,7,31.4,63.4,6,10,41.6,3,6.61,High,1
5.07,68.3,28.2,14,42.5,93.1,0,21,47.3,7,6.8,Moderate,0
4.39,126.2,40.5,11,35.1,76.9,4,12,49.8,1,6.65,Low,0
5.63,94.5,29.0,13,56.8,78.6,0,13,65.0,0,7.56,Low,0
6.17,69.6,24.9,10,40.3,73.5,4,16,17.4,11,8.32,Moderate,0
3.56,198.6,67.6,5,-18.9,61.9,8,1,39.8,11,5.44,High,1
4.55,92.0,26.4,9,29.4,80.0,3,20,45.6,4,7.21,Low,0
5.86,121.3,2.7,11,28.8,59.6,4,9,48.2,8,6.13,Low,0
2.37,190.7,63.3,10,-1.9,36.2,9,3,6.7,14,4.8,High,1
3.91,107.5,18.2,11,1.4,54.8,5,7,37.7,7,5.81,High,1
1.33,169.0,63.3,8,-10.2,47.4,7,1,19.2,14,6.34,High,1
2.9,217.5,40.5,8,23.4,47.1,8,5,32.8,17,7.1,High,1
3.62,116.6,22.5,15,27.9,74.2,2,10,61.0,8,5.66,Moderate,0
4.64,65.3,19.6,14,33.9,73.8,1,19,56.8,1,7.31,Low,0
2.36,152.4,40.3,11,20.6,42.9,13,8,52.5,12,6.99,High,1
1.98,124.3,66.1,7,49.1,63.4,4,6,36.5,8,5.0,Moderate,0
4.67,99.3,23.7,13,30.6,81.4,0,15,55.9,6,7.1,Moderate,1
3.36,185.2,49.7,6,28.5,40.4,8,9,43.8,5,6.86,Moderate,1
4.23,38.1,27.7,13,14.2,83.6,0,19,41.2,3,6.87,Moderate,0
3.55,164.0,57.6,12,18.5,71.2,7,5,40.2,6,5.15,Moderate,0
4.38,173.6,71.4,5,-3.9,41.0,9,1,23.7,11,5.94,High,1
4.0,72.8,19.5,12,45.5,91.2,0,19,40.2,11,7.09,Low,0
4.14,127.2,53.2,10,12.2,46.7,5,8,38.6,14,5.67,Moderate,0
2.04,218.5,64.2,5,-8.4,41.8,10,4,19.6,15,5.87,High,1
2.49,161.5,55.5,5,17.2,46.4,10,8,48.9,13,7.41,High,1
3.57,217.7,67.7,7,15.9,48.8,7,7,24.5,6,7.21,Moderate,0
1.02,198.1,51.1,12,-6.1,47.6,8,7,39.2,8,5.79,Moderate,1
4.46,170.6,41.5,12,10.7,46.4,7,13,48.1,8,5.28,Moderate,1
3.75,181.6,40.5,8,17.3,62.8,4,13,36.2,5,7.47,Moderate,0
3.9,81.5,15.8,11,41.2,81.6,3,12,52.2,5,5.97,Moderate,0
0.48,235.0,66.4,5,0.4,42.6,10,5,12.7,20,5.36,High,1
2.1,183.6,44.3,6,9.3,31.5,10,5,29.1,12,5.65,High,1
2.35,149.8,50.5,7,5.6,57.8,4,0,28.1,7,6.27,Moderate,0
2.44,209.3,44.9,7,6.8,60.8,5,8,32.3,8,5.84,High,1
3.77,182.8,44.0,6,9.2,46.1,9,10,27.6,13,7.35,Moderate,1
4.23,134.6,40.4,8,33.5,56.3,6,15,44.5,6,7.21,High,1
5.53,168.2,52.1,11,45.3,72.1,8,14,41.3,6,6.18,Moderate,1
3.39,152.9,54.8,12,7.1,74.0,7,9,33.7,8,6.34,Moderate,0
0.0,210.1,73.5,7,-25.4,33.4,12,0,23.0,15,5.48,High,1
1.66,198.1,66.7,6,-6.4,30.7,11,4,25.7,8,4.71,High,1
5.29,65.7,7.6,15,32.2,71.7,2,15,49.0,0,6.12,Low,0
4.99,168.7,22.4,12,23.9,64.4,5,12,41.0,8,5.93,Moderate,0
3.91,241.1,65.2,5,9.1,23.7,12,4,25.8,11,4.4,High,1
5.88,85.6,7.0,15,44.0,93.3,0,17,35.9,0,6.39,Low,0
1.83,322.9,74.6,10,4.2,27.8,8,4,27.9,17,5.16,High,1
1.68,181.7,68.6,3,16.6,41.4,6,9,32.4,13,6.63,High,1
3.7,97.8,54.5,11,6.1,63.6,4,13,47.2,4,7.29,Moderate,0
2.42,163.9,22.8,8,15.2,59.2,5,8,54.6,9,6.81,High,1
3.05,166.4,46.2,10,29.6,67.2,8,10,47.5,10,5.8,Low,0
4.71,160.2,56.8,10,11.7,64.5,4,11,50.1,10,5.16,High,1
0.76,90.3,48.1,12,-13.9,44.5,11,4,38.5,10,5.77,High,1
4.06,127.4,59.2,11,36.1,77.4,3,16,49.3,4,6.23,Moderate,0
5.41,150.1,38.6,8,1.1,63.5,5,11,33.9,4,7.3,Moderate,0
1.72,244.9,46.4,5,-2.8,46.6,9,1,20.9,12,4.74,Moderate,1
1.85,234.9,58.9,9,11.6,30.3,7,4,5.6,15,5.28,High,1
1.58,272.5,68.4,4,-24.2,21.5,10,6,37.6,10,5.08,High,1
3.46,164.7,62.0,5,20.9,49.6,8,9,41.6,7,7.05,Moderate,1
5.35,138.8,28.7,5,5.5,64.5,9,9,33.3,6,5.72,Moderate,0
6.36,0.0,28.8,9,49.0,92.4,0,20,53.4,1,7.32,Low,0
5.9,145.3,26.3,8,14.9,72.6,7,11,51.2,6,7.54,Low,0
5.32,106.4,17.3,16,33.7,82.7,3,14,52.6,0,6.21,Low,0
3.93,204.8,61.0,5,13.9,41.1,9,7,28.3,10,6.11,High,1
2.05,132.6,53.1,7,2.5,55.1,9,7,24.7,11,5.84,High,1
3.09,196.2,42.1,9,4.1,61.9,8,7,56.5,7,6.04,High,1
4.16,176.8,67.2,6,25.4,59.8,8,13,34.4,0,6.18,Moderate,0
4.1,68.8,0.0,12,24.6,73.8,4,15,41.6,7,5.43,Low,0
1.78,296.8,66.3,9,-10.4,33.4,11,2,38.2,11,6.05,High,1
1.64,137.5,64.9,5,-12.8,39.1,10,10,33.0,10,6.52,Moderate,1
2.55,142.1,53.0,10,9.0,65.7,5,9,36.0,3,5.96,Moderate,0
1.9,180.9,67.8,6,20.4,50.0,8,1,35.7,9,5.76,High,1
3.01,189.9,54.3,7,2.7,54.2,8,6,15.4,7,6.12,High,1
4.93,118.0,20.7,11,34.3,78.7,2,15,52.6,3,6.89,Low,0
4.2,206.1,13.6,9,17.7,61.1,7,11,31.4,9,6.16,Moderate,1
4.69,57.5,24.8,12,10.1,52.5,6,14,47.0,9,6.67,Moderate,0
1.68,242.2,59.2,5,36.5,33.7,11,5,48.1,16,6.23,High,1
4.4,86.9,0.0,14,47.1,73.5,3,9,51.1,3,5.82,Low,0
4.07,67.0,42.6,12,-0.2,66.1,4,10,31.6,10,6.68,Low,0
3.93,171.8,49.4,3,2.5,42.8,6,7,25.5,12,5.7,Moderate,1
2.61,148.7,46.5,5,8.4,53.0,7,3,42.6,8,6.55,High,1
6.08,90.1,35.0,8,32.8,79.9,3,10,39.8,0,5.65,Moderate,0
