productivity_score,focus_score,study_hours,xp,level,streak_days,completed_tasks,pending_tasks,coding_hours,reading_hours,revision_hours,quiz_score,productive_minutes,distraction_minutes,idle_minutes,sleep_hours,skill_progress,deadline_completion_rate,focus_sessions,average_session_minutes,recommendation
45.74,22.7,3.76,27177,28,29,6,8,0.39,1.96,0.87,34.6,58.56,244.83,121.88,9.61,66.43,62.25,1,22.19,1
39.28,80.68,2.7,8292,9,26,2,1,1.37,0.39,0.37,23.5,88.33,86.65,133.8,6.69,17.74,39.28,2,23.13,5
81.69,93.3,3.7,33461,34,60,21,5,1.09,1.13,2.89,87.08,211.82,70.08,83.33,9.3,87.94,73.3,2,32.71,7
92.86,82.93,7.67,22993,23,62,6,3,1.33,2.02,1.29,68.33,252.6,71.65,76.14,8.35,47.8,83.88,6,73.58,2
60.14,83.44,5.43,19490,20,41,8,4,1.15,0.93,1.73,47.04,298.24,97.16,114.12,7.81,42.52,74.2,2,29.05,4
71.23,81.4,6.18,29890,30,45,11,4,0.92,2.81,1.8,86.26,207.81,87.59,88.47,5.75,71.97,89.63,3,40.55,0
81.16,61.55,3.08,29878,30,50,3,4,0.96,1.95,0.79,69.85,152.27,152.67,85.73,7.13,81.16,82.82,2,43.94,0
22.66,67.99,0.93,10123,11,16,4,7,0.13,0.37,0.11,59.02,98.46,130.19,164.14,7.45,27.72,64.04,2,37.16,5
84.22,92.5,6.3,21929,22,51,11,2,1.59,2.94,2.05,61.66,467.42,72.77,80.58,8.95,48.34,71.48,8,68.73,2
37.38,26.04,1.72,23925,24,23,4,6,1.24,1.87,1.11,53.95,163.15,228.41,141.76,7.08,66.03,47.22,2,20.38,1
41.78,62.56,1.85,6682,7,30,4,6,1.21,0.3,1.05,35.14,138.19,154.87,138.57,4.93,14.49,53.11,2,16.0,5
64.64,33.48,4.54,27409,28,40,6,24,0.74,1.44,1.46,44.65,237.09,217.57,97.82,6.33,68.42,31.91,2,32.34,6
49.81,46.7,3.14,25426,26,30,6,8,1.61,1.47,0.69,41.56,42.02,179.44,120.09,7.86,66.98,40.08,3,28.61,1
30.04,23.52,2.38,18952,19,22,3,4,0.8,1.73,0.59,36.17,109.31,235.61,162.21,8.29,51.52,63.29,3,30.85,1
88.03,74.76,6.48,30051,31,53,15,6,1.84,2.7,1.16,66.52,388.77,101.67,63.25,5.87,70.25,68.77,8,54.95,2
85.75,60.88,5.03,28070,29,53,3,5,1.02,2.39,1.09,64.24,216.53,153.32,63.46,6.34,69.76,88.66,3,41.27,0
73.46,66.59,3.91,28655,29,45,7,3,2.34,1.86,1.03,63.64,348.36,148.82,103.8,8.87,71.0,56.75,2,34.61,3
92.94,84.12,9.59,34552,35,58,15,2,1.56,2.46,2.28,66.68,320.63,85.63,74.35,6.33,76.91,76.99,8,74.02,2
38.73,63.83,2.64,13492,14,24,4,8,1.28,1.19,0.83,40.91,52.31,142.45,134.98,6.06,33.63,47.05,1,15.95,4
87.09,68.38,4.86,36395,37,53,6,4,1.41,2.35,2.24,96.19,317.81,133.65,78.79,6.93,90.91,94.27,2,43.88,7
42.94,21.54,1.52,25670,26,30,8,2,0.82,1.75,1.16,56.92,142.0,241.64,145.15,6.58,68.92,54.29,3,33.77,1
82.09,95.25,6.9,32048,33,55,12,5,1.35,2.55,1.03,84.82,230.89,47.51,88.46,7.13,75.08,89.81,3,36.18,7
80.21,87.43,7.25,38171,39,48,14,5,0.65,1.73,1.19,96.91,194.58,79.58,80.61,8.36,92.88,87.48,2,45.1,0
42.86,26.82,1.24,15817,16,26,4,5,1.3,1.98,1.0,38.58,61.17,234.88,142.02,6.72,43.28,55.85,3,29.03,1
46.56,37.34,1.34,20899,21,28,5,7,0.51,1.08,0.39,48.17,54.58,208.23,122.07,5.82,55.34,49.09,2,21.87,1
94.23,91.48,6.16,32176,33,61,10,4,0.75,1.68,2.93,77.96,247.86,74.88,53.69,6.29,77.09,73.89,2,42.2,7
41.24,75.33,4.55,13645,14,26,9,3,0.97,1.3,3.97,50.9,239.82,119.58,138.7,6.82,28.95,56.82,2,40.31,4
42.66,50.74,3.21,19361,20,26,7,19,1.46,1.83,1.91,64.82,161.72,178.81,123.85,8.17,47.82,49.81,2,26.87,6
67.96,65.39,5.6,21263,22,43,5,7,0.87,2.38,3.85,20.15,210.66,121.64,101.6,8.67,45.93,70.16,3,39.9,4
87.52,89.79,8.33,23491,24,58,16,2,1.26,2.7,2.38,61.44,470.43,78.83,72.62,6.5,48.15,70.17,6,88.39,2
51.13,73.99,3.33,24927,25,35,4,6,1.69,0.87,3.7,23.3,213.28,116.69,129.65,6.58,63.4,70.2,3,26.79,4
71.06,92.79,6.82,37941,38,45,19,5,1.66,3.11,2.34,80.37,221.34,77.39,94.85,5.83,96.02,86.97,2,35.72,7
50.0,55.95,2.07,18664,19,30,4,16,1.1,1.95,1.43,66.44,122.8,153.04,134.51,6.77,49.4,29.0,1,43.18,6
89.19,66.13,3.5,31726,32,54,18,3,1.22,1.19,1.44,95.31,330.76,137.57,63.33,7.09,80.79,78.41,3,31.06,7
67.38,80.95,4.13,17593,18,41,5,4,1.49,1.55,1.54,49.52,195.89,95.64,88.02,8.27,41.73,52.22,3,35.71,4
67.13,73.54,4.54,19603,20,46,6,5,1.79,2.28,2.81,27.02,280.51,122.74,105.87,8.04,46.79,73.73,3,25.98,4
77.6,58.44,6.06,16551,17,48,6,3,5.43,1.07,1.23,79.01,230.74,147.15,90.75,7.37,34.87,54.3,2,40.23,3
22.11,65.18,2.18,7949,8,16,2,1,0.64,0.59,0.69,24.09,105.42,138.36,164.19,5.07,14.64,47.6,1,31.51,5
71.59,86.71,8.34,29163,30,46,7,6,1.34,2.41,1.15,64.36,320.84,91.16,92.57,7.09,64.76,68.56,5,60.45,2
49.82,68.99,1.86,8678,9,43,1,7,1.13,1.62,0.88,32.37,75.76,113.86,126.8,6.48,21.1,52.74,2,30.9,5
50.03,61.27,2.43,14660,15,30,4,2,0.58,0.62,4.13,31.81,211.63,140.79,129.79,8.59,35.76,46.52,3,25.29,4
53.29,44.23,1.67,17573,18,32,2,7,0.78,1.2,1.1,56.54,95.6,181.89,102.55,7.24,45.28,71.67,2,39.45,1
33.71,46.52,2.09,20736,21,27,7,4,0.56,1.34,0.5,55.12,43.28,182.61,133.51,5.84,56.5,51.45,1,34.0,1
68.64,60.17,4.83,14085,15,43,7,7,0.47,1.57,1.53,45.79,278.44,149.9,90.67,8.33,28.04,63.77,2,40.95,4
71.79,89.86,3.79,34281,35,44,16,1,1.74,2.98,2.83,88.96,251.46,73.15,83.14,6.53,89.03,93.11,2,37.69,0
61.96,68.88,4.33,23998,24,41,4,3,0.87,1.23,3.76,19.74,220.97,118.07,108.08,6.7,57.56,63.31,3,29.49,4
48.44,71.44,1.35,7338,8,33,2,6,0.65,0.79,0.57,21.87,120.75,120.56,128.49,6.75,18.85,60.9,2,36.62,5
41.27,31.53,2.6,20389,21,31,3,6,1.21,1.91,0.53,62.21,151.85,224.05,121.0,6.85,52.58,52.73,3,43.75,1
70.19,59.61,6.36,24782,25,53,4,7,2.67,0.84,1.22,60.32,222.74,150.33,107.87,6.67,57.34,52.75,3,39.07,3
26.5,63.98,1.35,6312,7,22,2,3,1.01,0.6,0.8,36.05,139.51,153.41,169.29,7.2,14.71,46.99,1,18.05,5
93.33,85.04,8.46,31479,32,57,15,4,1.83,2.56,1.48,72.49,415.03,82.31,64.06,8.07,73.65,90.03,5,61.87,2
71.14,67.27,5.72,25145,26,45,4,5,3.12,0.5,1.53,50.46,223.01,130.9,91.07,6.85,57.87,51.3,3,38.69,4
75.38,90.39,9.24,24878,25,46,7,3,1.82,1.44,1.92,81.86,261.36,79.38,80.75,7.18,51.46,81.52,5,73.26,2
92.61,73.92,8.31,32652,33,56,5,8,1.53,2.42,1.58,77.58,349.52,109.82,56.81,8.29,75.11,76.05,5,81.71,2
53.03,53.81,2.59,11309,12,33,6,20,1.33,1.31,0.26,47.12,244.81,181.51,115.59,5.95,26.76,54.74,2,20.39,6
63.32,73.53,4.81,19241,20,46,3,2,1.13,1.79,1.61,21.48,222.29,118.33,110.32,5.5,45.41,68.51,2,37.85,4
33.76,42.89,3.12,14942,15,21,7,19,0.59,1.69,0.91,58.56,114.51,190.0,149.69,8.37,33.52,44.85,1,24.0,6
51.64,81.31,7.16,27308,28,36,8,5,3.41,0.54,1.61,60.73,206.91,97.01,128.46,5.19,62.39,73.08,3,47.35,3
88.86,64.49,3.79,33582,34,55,4,5,0.79,2.91,1.03,71.98,264.92,145.76,70.18,6.39,87.03,83.02,2,46.71,0
57.49,66.24,3.03,21556,22,38,9,6,1.29,1.01,1.52,22.13,247.8,146.94,121.97,6.62,55.11,61.31,3,28.4,4
66.06,71.98,5.49,18478,19,42,3,5,1.46,2.45,2.36,36.58,261.93,121.41,96.81,6.9,42.25,65.26,2,32.35,4
84.38,74.49,6.56,23166,24,56,16,2,1.13,1.32,1.33,61.6,381.1,111.85,65.39,6.78,51.84,78.45,8,92.26,2
68.41,66.76,3.61,18136,19,48,11,8,2.65,1.16,0.6,70.64,348.84,135.22,89.69,6.25,45.59,73.67,3,41.51,3
51.26,45.28,2.73,26085,27,36,7,7,1.54,1.7,0.85,55.94,93.41,191.71,118.83,7.62,67.36,49.89,1,35.2,1
30.6,78.81,1.48,10337,11,19,5,2,0.18,0.58,0.82,55.81,59.19,106.91,164.4,7.14,24.83,50.77,2,27.13,5
71.0,86.82,8.64,32334,33,45,8,3,1.05,2.11,1.61,67.19,314.52,77.62,87.35,5.76,73.81,86.18,5,62.56,2
70.59,80.81,6.74,22326,23,43,16,5,1.85,2.67,2.48,86.32,334.65,104.6,94.11,8.15,48.78,78.93,4,83.19,2
33.24,22.24,3.11,23976,24,24,6,2,0.26,0.8,0.78,58.31,72.47,236.16,158.28,5.84,63.83,42.34,2,34.67,1
82.33,85.39,4.53,33933,34,59,12,4,1.59,2.44,1.05,90.14,288.65,104.3,90.12,6.44,86.62,90.67,3,31.83,0
48.59,44.53,2.13,19168,20,37,7,2,1.2,1.37,0.43,57.82,167.03,188.2,128.42,8.74,51.69,47.33,1,21.3,1
79.52,86.67,9.14,33923,34,48,8,6,1.15,1.38,1.26,86.11,253.61,92.73,78.82,7.7,74.43,91.36,7,55.06,2
44.52,42.25,1.6,16167,17,31,2,2,0.26,1.23,1.49,50.41,167.39,185.33,135.42,8.18,42.11,41.36,2,35.3,1
37.36,70.79,1.14,12315,13,23,1,1,0.46,1.47,1.13,37.53,119.31,118.79,144.35,7.4,32.14,43.98,1,31.17,5
65.09,67.92,7.02,19619,20,41,6,2,2.27,1.07,1.37,59.48,285.18,132.3,96.69,8.74,42.08,68.53,2,41.05,3
44.26,35.82,2.03,15158,16,33,7,4,1.13,1.69,0.76,35.55,71.54,203.39,135.78,6.51,37.98,45.59,1,41.9,1
62.02,68.15,6.9,16843,17,41,3,6,4.43,1.52,1.01,74.83,287.73,145.17,117.71,5.14,32.38,67.84,3,34.47,3
54.31,63.48,5.72,29401,30,39,3,3,3.77,1.21,1.99,60.43,281.66,142.98,116.77,6.52,70.45,52.42,2,42.35,3
83.91,92.57,3.81,31217,32,51,14,1,0.5,1.23,2.35,88.92,200.74,60.9,63.56,6.93,80.23,72.68,2,42.4,7
83.51,63.17,3.22,27749,28,51,3,2,1.23,1.88,1.98,71.42,268.12,129.82,77.79,7.14,71.89,72.47,3,32.86,0
54.32,62.89,5.51,15840,16,37,6,6,3.94,1.85,0.96,55.47,245.1,148.21,114.61,5.7,32.6,61.17,2,45.44,3
67.61,74.79,3.85,17463,18,46,4,8,4.42,0.53,1.78,62.74,256.19,120.89,99.57,6.56,40.59,55.41,2,37.31,3
51.82,63.73,3.92,24390,25,32,8,4,1.36,1.96,3.53,39.46,249.61,141.53,122.92,8.2,60.15,49.45,3,28.95,4
62.43,79.96,6.92,24175,25,38,10,5,5.41,1.88,1.08,51.94,269.36,94.18,105.2,6.87,54.68,72.97,3,47.42,4
36.5,26.03,1.31,19891,20,28,6,5,0.21,1.89,1.41,51.73,125.28,238.52,138.38,6.64,53.71,48.77,3,26.47,1
33.08,38.95,2.23,13732,14,20,8,6,1.62,1.22,1.3,43.54,85.86,200.88,156.58,7.45,35.71,42.77,2,23.05,1
46.37,44.59,1.23,22856,23,36,7,8,0.84,0.79,1.29,64.44,47.63,188.59,122.62,6.44,63.91,59.7,2,21.45,1
51.4,77.1,2.29,13944,14,34,4,4,0.9,0.48,0.39,46.89,45.02,110.64,123.72,6.88,33.45,46.64,2,34.32,4
28.09,74.64,2.36,10969,11,17,4,7,0.13,1.05,0.49,46.8,90.79,110.51,148.68,7.02,25.23,56.15,2,19.08,4
71.67,64.85,4.27,14176,15,44,5,6,2.44,1.14,1.65,66.13,217.0,119.28,102.83,7.15,32.48,62.76,3,40.3,3
48.65,30.26,3.66,9657,10,40,6,16,0.71,1.82,0.56,43.3,112.24,226.75,128.99,5.91,19.75,40.52,3,26.97,6
27.91,66.45,1.66,11863,12,21,1,1,0.25,1.33,0.23,40.57,96.52,149.18,159.54,7.05,29.54,31.16,1,29.01,5
37.99,43.02,2.51,25266,26,26,2,24,0.45,0.62,0.74,53.04,150.72,188.6,124.49,6.8,64.79,34.49,2,30.93,6
29.76,57.54,1.25,14297,15,20,2,7,0.34,1.5,0.65,30.64,80.52,151.67,153.96,8.11,36.82,54.2,1,28.69,5
55.96,61.51,2.84,22448,23,34,6,3,1.4,1.81,2.06,50.06,260.2,134.52,107.95,4.71,58.8,52.89,2,32.14,4
72.07,75.35,5.26,17006,18,44,10,7,5.87,1.34,1.44,62.09,261.46,117.79,99.88,7.95,35.69,51.45,2,34.03,3
91.45,94.27,9.58,29345,30,55,14,4,1.66,1.06,1.46,67.64,247.22,58.95,69.05,7.22,63.09,80.73,5,82.44,2
83.47,78.12,6.67,23430,24,52,15,2,1.07,1.13,1.58,71.09,316.71,107.33,65.3,6.21,52.33,75.01,7,63.89,2
79.36,92.49,8.51,30509,31,49,17,6,1.32,2.48,1.31,69.32,449.33,61.88,61.3,7.46,68.26,74.69,5,93.51,2
81.22,71.22,3.89,32437,33,51,12,2,1.05,1.44,2.72,85.85,316.37,103.51,72.61,7.16,84.15,90.28,3,38.65,7
77.79,82.55,8.11,35105,36,57,7,2,1.88,1.25,1.23,74.45,476.98,96.71,76.39,7.76,79.07,80.94,6,75.94,2
72.7,75.43,8.83,31886,32,44,14,8,1.13,2.87,1.8,69.19,382.81,112.75,95.25,6.35,69.05,75.92,6,55.17,2
63.94,60.86,3.6,16379,17,41,8,3,0.35,0.55,4.0,48.27,298.71,154.92,97.19,5.79,37.85,64.77,3,34.1,4
73.44,73.69,6.75,22833,23,49,10,3,1.62,2.24,1.43,59.12,373.58,111.22,95.6,6.16,51.55,83.21,4,85.04,2
86.87,63.08,4.76,34766,35,53,4,1,0.81,2.53,0.65,61.3,179.0,136.35,62.97,6.67,86.7,81.52,2,31.49,0
50.15,43.09,3.1,14027,15,31,1,17,1.79,1.51,1.88,66.71,177.59,183.64,125.38,6.44,31.76,38.85,2,24.56,6
91.91,86.14,7.62,25322,26,56,6,2,1.62,1.94,2.37,74.28,360.32,82.39,55.18,6.33,53.35,69.37,5,55.83,2
33.45,38.96,5.27,25063,26,21,7,17,1.39,0.55,1.3,51.07,162.44,201.49,146.97,6.54,60.97,48.94,2,38.95,6
38.46,78.71,2.49,13046,14,26,5,3,0.21,0.52,0.82,23.44,65.53,97.68,149.18,6.94,30.6,29.96,1,18.79,4
53.29,77.82,7.49,22195,23,33,11,5,5.13,1.16,1.31,50.34,320.24,125.85,119.49,8.39,48.7,64.78,2,32.43,4
71.62,62.61,3.14,28104,29,57,2,3,1.57,2.4,1.59,63.7,167.76,152.84,86.07,7.29,72.13,89.24,3,44.98,0
45.47,63.32,2.21,16871,17,29,3,24,0.28,1.03,1.17,56.28,246.95,135.82,139.97,6.25,42.8,20.45,2,27.08,6
45.68,48.57,2.91,17154,18,33,4,4,0.24,1.72,0.95,60.06,165.95,175.06,131.59,6.98,41.62,57.21,2,23.81,1
48.12,27.07,3.42,25956,26,30,5,6,1.22,1.17,1.23,44.41,156.12,234.91,133.46,7.84,67.6,61.26,1,38.92,1
38.51,64.47,0.82,5742,6,23,5,7,0.13,1.01,0.34,26.96,119.32,147.52,135.17,6.76,14.09,58.63,1,32.7,5
68.39,66.06,3.07,23796,24,41,9,6,1.04,1.77,2.04,50.05,280.71,126.97,112.23,7.65,64.09,59.06,3,35.8,4
92.12,68.05,6.16,39674,40,61,18,5,1.59,1.77,2.15,88.57,224.6,136.21,61.0,6.42,97.81,76.24,3,31.66,7
24.93,59.21,2.08,10107,11,15,3,21,0.22,1.26,1.9,60.54,141.19,132.79,164.55,7.03,25.1,30.36,2,27.14,5
76.34,80.36,3.82,30264,31,46,14,4,1.15,1.76,1.69,93.15,294.48,99.83,94.0,6.48,78.73,88.55,3,35.62,7
37.71,36.62,3.69,18497,19,26,2,4,0.26,1.01,0.98,59.74,120.06,201.87,131.83,6.08,47.33,57.23,1,30.95,1
68.23,62.85,4.88,33387,34,57,4,5,1.13,1.6,0.96,73.54,254.75,127.17,78.85,7.85,85.18,87.4,2,30.26,0
78.43,74.86,5.56,23867,24,48,8,2,1.13,2.6,2.46,66.39,413.12,123.87,76.61,6.16,59.13,86.39,5,52.24,2
72.48,76.52,7.36,28373,29,44,6,5,1.54,2.22,2.24,74.82,337.1,100.01,90.28,6.87,64.34,78.19,7,79.28,2
37.85,78.36,2.23,7874,8,23,5,2,0.34,1.21,1.02,60.8,132.77,109.36,148.61,7.13,17.27,45.69,2,18.88,5
64.38,61.12,4.72,28138,29,46,6,2,1.12,2.13,3.15,49.89,194.86,149.29,95.75,8.65,68.24,59.61,2,44.61,4
60.05,64.93,4.76,11246,12,37,5,14,0.75,1.32,2.0,53.75,230.86,132.51,87.73,6.38,21.93,55.2,3,41.47,6
52.97,44.55,3.21,22336,23,33,3,3,1.73,1.91,1.02,58.9,148.09,194.64,115.1,7.23,55.03,43.08,3,33.51,1
69.59,60.19,5.92,32083,33,43,2,1,0.6,1.73,1.79,68.61,186.0,155.02,93.72,7.41,78.78,88.74,3,44.12,0
53.91,77.84,1.05,12069,13,33,4,6,1.25,0.22,0.58,49.37,53.26,101.22,107.31,7.95,32.52,36.3,1,25.62,5
45.37,67.13,2.01,9913,10,35,1,3,0.64,0.38,0.51,49.48,121.14,128.12,123.67,8.19,24.39,41.38,1,22.06,5
59.69,69.0,6.35,31168,32,37,3,2,0.92,2.31,3.48,46.72,188.65,106.75,115.06,8.09,73.42,55.83,2,34.92,4
82.05,89.92,6.52,22473,23,51,16,5,1.1,1.62,1.41,84.36,416.71,75.07,80.48,7.49,47.55,86.28,4,73.59,2
37.74,28.84,2.86,23439,24,23,5,6,1.01,0.77,0.71,39.32,174.25,228.13,141.35,4.84,59.55,57.54,2,32.2,1
59.4,65.06,4.29,17004,18,36,5,3,4.04,0.61,1.32,65.66,205.17,128.26,126.49,6.08,37.59,56.42,2,45.33,3
49.4,29.08,2.63,18581,19,31,7,4,1.56,1.0,1.03,38.52,136.07,216.58,122.31,7.05,46.95,63.97,3,44.89,4
26.91,77.75,1.17,9438,10,20,5,4,0.74,0.45,0.78,24.18,67.22,99.39,157.75,7.61,23.61,43.46,2,34.48,5
53.7,71.94,4.89,19380,20,38,9,7,0.8,1.82,1.61,23.31,242.85,113.22,119.21,7.73,44.83,58.73,2,25.46,4
48.1,66.41,1.92,9476,10,31,1,6,1.46,0.77,0.24,36.42,79.49,135.25,131.1,6.17,21.67,57.04,2,21.69,5
82.44,60.68,4.62,31262,32,56,3,4,0.63,1.89,1.99,64.11,250.41,148.25,79.0,5.96,79.14,83.48,3,42.43,0
54.42,71.5,5.06,29887,30,35,4,5,3.52,1.12,1.7,44.21,238.75,111.84,124.42,5.51,75.29,54.69,2,30.21,3
34.93,50.45,2.56,16692,17,22,2,3,1.51,0.67,0.84,44.26,154.65,172.85,140.41,5.5,42.07,70.85,1,36.16,1
50.71,63.74,1.36,9009,10,32,4,7,0.33,1.15,0.59,47.35,49.52,141.59,128.44,8.24,21.73,44.28,2,18.15,5
44.02,52.16,2.42,13647,14,27,4,10,0.4,0.75,1.13,61.37,202.28,170.72,127.58,6.93,33.54,33.06,2,38.76,6
82.18,79.67,6.31,22977,23,54,9,2,1.44,2.97,2.27,62.08,389.65,105.36,71.73,7.06,49.79,71.38,5,63.6,2
92.3,73.89,6.81,36841,37,61,12,1,1.18,2.32,1.39,87.55,346.64,112.51,69.25,8.8,92.75,95.96,2,45.46,7
34.56,41.21,1.44,25980,26,24,6,7,1.16,1.13,0.55,51.68,131.46,197.77,140.94,6.8,68.97,71.08,3,21.42,1
75.24,59.83,3.66,13319,14,46,6,6,2.21,0.71,1.79,63.41,348.91,147.78,84.32,6.36,29.82,76.87,2,40.17,3
67.34,62.45,5.88,19866,20,43,3,2,1.48,0.83,3.6,45.48,293.98,144.58,109.31,6.43,44.14,54.73,2,37.57,4
26.99,59.82,2.77,12865,13,21,5,6,0.22,1.66,0.16,53.23,52.95,158.01,149.66,6.48,28.91,44.46,2,18.84,4
33.43,66.79,1.73,7429,8,23,4,2,0.43,1.19,0.82,55.54,75.25,132.15,146.3,7.0,14.65,61.93,2,34.95,5
82.58,83.53,9.69,29583,30,50,5,6,1.15,2.7,2.33,80.04,456.96,106.55,83.8,6.06,63.71,68.39,5,73.55,2
37.41,60.1,2.62,16028,17,23,2,24,0.99,0.5,1.83,49.74,204.0,137.42,142.3,7.97,39.7,49.42,1,23.3,6
28.75,76.95,2.68,11766,12,17,4,7,1.32,0.6,0.46,40.72,103.11,111.97,150.93,8.3,26.45,31.34,1,16.27,4
87.98,62.52,3.89,29097,30,54,2,2,1.53,2.1,1.21,68.32,249.3,141.56,53.85,7.67,74.77,84.81,3,46.26,0
69.7,59.6,6.01,32343,33,49,3,3,0.6,1.5,0.86,69.1,146.9,155.28,98.0,5.31,78.35,89.51,3,42.1,0
51.91,74.67,5.9,22825,23,36,8,6,3.77,0.88,0.68,61.96,321.9,118.68,122.12,7.14,51.95,53.39,2,34.59,3
58.69,80.75,4.1,23087,24,45,3,7,1.67,1.28,4.21,37.56,235.26,87.46,105.63,6.03,56.16,59.15,3,30.53,4
93.09,80.07,7.76,27731,28,58,6,8,1.83,2.5,2.07,84.04,363.91,117.06,71.59,7.72,60.33,89.73,7,60.13,2
34.02,48.95,3.78,23614,24,22,7,8,0.8,1.11,1.47,51.7,63.36,176.34,148.1,6.04,57.96,58.19,2,31.03,1
70.33,71.31,6.58,32217,33,49,8,5,1.79,1.99,1.25,98.04,283.7,120.09,105.02,8.1,75.65,85.51,2,47.82,7
81.99,80.52,5.49,37881,38,49,6,3,0.69,1.9,2.07,80.82,292.27,94.56,70.68,5.88,95.32,89.06,3,32.85,7
65.55,64.0,6.27,27433,28,41,4,5,4.18,1.43,0.98,57.11,203.33,135.08,103.58,5.38,63.52,68.36,2,39.32,3
73.51,79.72,6.92,32804,33,45,6,4,1.74,1.88,1.08,83.31,262.22,109.08,88.46,6.34,78.59,73.46,4,80.21,2
47.67,69.25,4.39,18670,19,30,6,8,1.51,1.98,3.58,48.2,296.49,143.64,124.02,7.68,45.89,72.26,2,34.32,4
93.44,87.92,9.44,30768,31,57,13,6,1.33,1.74,1.26,77.88,371.97,68.53,75.59,7.2,67.66,77.57,6,73.7,2
27.24,29.94,1.63,22065,23,17,2,8,0.82,0.84,0.52,52.06,127.89,220.17,156.62,7.25,60.28,59.97,1,31.2,1
49.59,60.49,2.15,5942,6,36,3,2,0.3,0.3,0.51,52.78,78.73,159.35,133.05,6.86,11.12,46.34,2,37.24,5
73.23,64.05,6.39,33617,34,45,3,2,0.87,1.9,0.54,67.01,158.51,148.47,91.73,7.76,81.01,83.94,2,32.87,0
55.3,64.69,6.08,23148,24,33,7,4,5.16,1.93,1.27,72.09,284.27,134.71,124.65,7.07,50.7,79.71,2,39.93,3
34.76,37.75,2.74,25546,26,22,7,22,0.92,0.89,0.43,65.68,113.9,188.35,148.22,5.98,67.94,37.84,3,34.04,6
91.31,68.75,7.0,33560,34,62,6,4,0.6,2.14,1.29,95.4,335.02,134.03,48.79,7.03,78.66,75.39,3,38.72,7
70.37,66.66,7.66,28897,29,44,11,5,4.04,0.55,1.31,69.65,221.15,126.41,113.82,5.82,67.46,75.25,2,40.64,3
56.48,67.33,3.92,22294,23,37,6,6,5.77,1.97,1.21,71.29,219.32,134.74,110.75,8.41,55.98,57.4,2,37.43,3
65.64,66.14,3.23,23008,24,46,9,8,0.39,2.4,3.15,48.25,221.83,130.37,107.5,6.92,58.01,61.41,2,27.24,4
77.04,86.18,5.9,33591,34,48,21,5,0.87,2.75,1.77,78.31,310.98,73.32,81.12,6.92,82.15,85.74,2,39.53,7
46.45,48.18,1.5,24465,25,30,7,8,0.67,0.89,0.57,47.4,91.77,175.33,123.55,8.0,64.13,43.1,3,24.11,1
23.37,45.61,4.4,21930,22,16,2,20,0.41,1.62,0.67,45.44,128.33,199.41,174.63,5.92,52.98,48.58,1,43.28,6
38.29,59.02,1.38,14028,15,24,4,5,1.36,1.17,0.27,15.36,120.87,149.15,136.54,6.58,36.1,44.83,1,31.1,5
51.77,80.63,3.88,18361,19,33,2,4,0.28,2.28,2.55,24.44,185.17,107.27,113.25,6.16,42.14,46.58,3,38.97,4
45.0,60.51,0.99,13717,14,29,4,2,0.61,1.11,1.1,39.73,92.51,143.44,144.1,8.83,36.51,41.62,2,17.74,5
75.41,74.5,4.49,30597,31,52,9,2,1.75,1.29,1.4,86.48,247.05,112.68,101.7,8.27,76.15,84.63,3,45.35,7
48.71,45.67,5.66,21651,22,36,2,17,1.64,1.51,0.38,43.4,92.06,173.69,130.24,6.88,48.56,55.13,1,42.06,6
42.59,61.38,1.91,8018,9,31,3,2,1.06,1.08,0.29,19.02,43.99,142.86,124.54,7.79,16.72,47.48,2,32.8,5
72.18,72.88,6.23,20813,21,47,9,7,1.58,2.92,1.94,64.72,448.55,124.27,103.48,6.22,46.44,85.53,6,69.96,2
46.39,29.77,4.18,21144,22,29,4,15,1.17,0.64,1.58,52.22,183.91,228.55,126.64,8.08,49.69,21.14,1,37.13,6
47.75,43.46,5.92,18019,19,29,4,11,1.15,0.86,0.63,58.45,223.98,187.94,115.5,5.91,39.3,21.82,3,37.82,6
41.26,59.94,5.25,15810,16,28,5,12,1.24,1.82,1.15,53.86,237.59,150.59,135.36,7.13,34.74,23.09,2,26.28,6
47.89,81.82,2.94,23315,24,31,5,7,0.98,1.69,2.37,24.13,273.29,109.19,131.06,7.59,61.24,47.13,3,41.08,4
61.45,53.4,3.4,17864,18,37,5,20,0.41,1.23,0.59,65.91,233.3,165.65,95.6,6.72,41.29,26.3,2,32.89,6
42.09,76.41,2.55,8854,9,27,2,1,1.13,0.93,0.55,35.42,100.35,112.6,133.63,6.65,18.66,40.87,1,36.46,5
50.46,52.26,1.1,10746,11,45,4,6,1.43,0.64,1.24,49.62,78.44,156.18,135.52,6.92,28.35,70.56,3,22.81,1
44.8,41.16,5.47,27489,28,34,6,18,0.95,0.6,1.87,36.98,231.2,198.73,124.24,6.82,68.45,47.94,1,40.09,6
86.19,74.66,4.94,37488,38,52,6,1,1.38,2.35,2.79,79.15,292.05,128.05,66.74,5.98,97.17,73.33,3,32.52,7
57.94,63.07,5.73,16378,17,37,3,20,1.12,1.55,1.6,33.06,224.63,138.91,108.95,8.41,33.62,25.89,1,42.11,6
53.24,46.45,1.72,14884,15,34,8,4,1.16,1.52,0.63,53.73,173.59,191.43,120.51,5.72,38.73,68.68,2,31.13,1
79.01,77.74,7.1,37176,38,52,20,4,0.71,1.97,2.2,81.34,234.8,110.15,94.09,8.44,89.95,93.07,2,42.56,7
