productivity_score,focus_score,study_hours,xp,level,streak_days,completed_tasks,pending_tasks,coding_hours,reading_hours,revision_hours,quiz_score,productive_minutes,distraction_minutes,idle_minutes,sleep_hours,skill_progress,deadline_completion_rate,focus_sessions,average_session_minutes,recommendation
38.45,24.4,3.07,15738,16,35,6,18,1.15,1.27,0.86,27.78,125.53,193.7,112.72,6.48,41.86,59.21,2,60.64,4
59.36,58.8,7.36,11219,12,40,11,17,3.41,2.43,1.61,66.09,339.66,151.55,103.87,6.96,28.37,72.31,6,53.09,7
43.78,57.36,4.33,20027,21,40,14,13,2.26,1.62,0.44,58.46,155.87,135.74,42.8,5.01,35.52,62.78,5,28.63,3
38.57,40.25,2.76,20385,21,19,3,23,1.0,0.57,0.5,39.45,124.85,185.26,115.94,5.56,49.66,42.07,2,67.48,6
58.44,47.32,6.86,18307,19,45,14,15,2.94,2.23,1.21,52.78,320.27,117.57,92.0,8.75,40.61,71.78,5,68.71,2
49.5,53.04,4.55,21845,22,33,10,17,1.5,0.71,1.26,57.1,232.19,89.96,104.19,8.7,47.97,60.99,5,52.81,5
78.64,65.18,7.92,17388,18,52,15,10,0.88,1.39,1.59,73.43,371.22,142.43,100.36,6.61,36.48,82.31,6,67.43,7
65.86,59.73,5.95,18646,19,54,11,8,2.37,2.04,0.44,59.4,279.01,118.17,97.46,5.47,45.82,77.08,4,66.96,2
41.47,35.99,3.93,21935,22,16,1,23,1.76,0.35,1.13,46.24,160.9,180.99,128.94,7.79,66.59,53.46,3,46.96,1
35.26,38.24,3.06,18897,19,20,3,17,0.41,1.13,0.45,42.18,157.62,212.18,150.64,7.57,43.23,51.47,2,88.57,5
13.72,38.1,2.01,11965,12,5,3,22,0.17,0.64,0.36,45.48,109.57,178.79,160.2,7.21,40.09,38.13,2,50.51,6
73.44,76.01,7.32,31021,32,63,20,7,2.04,1.75,1.79,79.72,321.92,101.48,75.18,6.22,55.02,73.84,6,52.6,0
30.77,28.47,5.17,28997,29,19,4,18,1.84,0.05,1.38,30.69,220.45,174.11,117.52,5.35,63.98,50.56,3,72.5,1
39.12,56.18,4.4,12936,13,28,6,15,0.44,0.59,0.46,42.29,165.7,128.04,95.69,7.8,29.71,38.35,4,46.94,1
55.59,64.76,4.42,30844,31,33,15,16,0.5,1.4,1.75,52.29,210.07,184.43,74.01,6.7,75.66,60.42,4,53.55,0
60.22,52.04,5.47,14654,15,36,10,16,1.54,0.49,0.9,54.32,251.66,93.94,98.74,5.82,29.65,72.14,4,64.73,5
42.71,35.14,3.7,32310,33,20,8,16,1.08,1.87,0.93,26.56,174.86,145.03,107.54,7.22,74.49,68.02,3,60.09,1
32.15,37.51,3.4,29974,30,23,9,20,0.7,0.96,0.74,26.58,176.09,141.85,125.1,5.78,67.72,48.25,4,45.66,1
71.66,70.45,6.09,31384,32,56,17,14,0.62,0.0,0.28,78.54,269.95,117.71,108.42,5.93,56.65,79.29,5,53.58,0
30.45,37.86,5.45,10074,11,21,11,25,0.94,1.54,0.92,27.14,256.43,162.7,115.26,7.19,26.32,58.94,5,41.89,5
43.39,58.65,3.87,23225,24,37,6,17,1.36,0.45,0.71,64.91,162.19,128.41,121.19,5.28,58.69,50.44,5,37.04,7
57.99,52.35,6.2,23157,24,35,9,18,2.25,0.71,1.87,56.1,252.0,173.09,131.76,6.92,44.87,61.7,5,44.04,3
54.38,61.31,4.12,15661,16,33,9,20,1.48,0.61,0.65,49.14,186.01,166.13,104.69,6.6,37.78,50.68,2,100.37,2
47.43,46.97,3.57,33943,34,24,7,17,0.44,1.25,0.6,48.93,138.67,197.93,118.94,6.8,70.74,49.87,3,40.31,1
56.56,41.2,4.8,24387,25,33,11,10,2.2,1.27,0.86,40.98,205.67,145.1,104.45,6.56,61.86,60.82,3,65.01,4
65.64,58.2,8.25,10311,11,55,9,7,1.87,1.28,2.35,68.42,426.07,158.46,61.31,7.22,28.09,70.05,8,48.3,4
64.1,61.79,5.82,16750,17,52,14,13,2.85,1.83,0.67,73.95,297.4,97.86,85.84,6.64,35.97,73.99,5,67.48,3
69.96,59.28,5.8,29411,30,43,15,10,1.12,1.04,1.31,71.04,260.09,145.97,85.32,5.85,63.64,80.0,5,44.85,0
55.75,63.53,4.38,28465,29,37,14,15,0.51,1.0,0.81,65.47,173.04,88.6,129.5,7.72,60.8,65.26,6,34.43,5
53.98,43.38,6.13,9859,10,34,10,15,2.56,2.09,0.59,55.89,316.46,156.05,131.89,6.02,15.48,61.29,7,51.06,2
64.67,54.12,5.11,17279,18,37,9,17,1.59,0.97,1.15,54.8,229.27,127.49,96.83,6.38,47.19,71.37,2,120.0,7
37.08,51.78,3.87,24746,25,19,7,19,1.72,0.6,0.76,40.07,162.87,137.78,139.94,5.75,62.4,43.26,4,37.71,6
64.26,63.73,5.29,18399,19,33,7,12,2.46,1.01,1.19,47.85,243.25,161.42,102.68,9.03,23.15,58.55,4,67.92,4
42.73,62.13,3.87,22748,23,28,9,18,0.91,0.54,1.24,49.52,131.01,116.61,124.05,6.99,56.21,53.42,2,67.79,6
48.47,47.5,4.16,25735,26,36,8,13,1.16,0.54,0.49,64.13,177.59,149.75,134.46,7.97,47.84,51.94,6,34.8,1
32.06,48.94,3.4,34974,35,28,7,23,0.46,0.87,0.97,47.52,188.93,145.15,142.83,5.83,70.96,38.85,2,87.71,6
62.64,52.49,6.49,26376,27,43,14,14,0.42,1.81,1.99,66.21,304.5,102.07,76.3,7.6,51.62,71.89,5,58.7,7
43.57,55.56,5.67,20181,21,35,10,15,0.74,0.33,1.66,52.93,254.15,63.32,107.64,5.96,46.09,66.48,7,36.24,4
34.68,46.57,1.62,18111,19,20,5,16,0.84,0.33,0.33,55.48,71.19,155.01,96.16,6.13,46.34,50.81,1,60.89,5
55.63,53.18,4.31,29593,30,32,11,12,1.65,0.85,0.64,44.25,211.44,132.56,127.12,6.86,72.48,61.72,3,76.95,0
45.87,43.75,4.19,11782,12,24,8,10,0.98,1.35,0.32,39.7,219.46,162.84,100.03,7.6,28.16,49.08,3,78.06,5
46.94,47.67,3.9,11801,12,31,11,19,1.32,0.34,0.63,49.77,183.32,239.26,66.24,5.79,39.18,64.54,3,65.16,5
65.24,55.74,5.78,30383,31,46,14,12,1.35,1.22,1.28,73.14,252.22,131.0,111.06,5.42,64.41,73.63,5,42.14,7
20.43,51.48,2.67,32995,33,17,4,20,0.82,0.75,0.42,31.14,151.57,141.97,122.41,8.52,72.56,51.7,3,55.38,1
40.04,35.27,2.48,11891,12,25,6,19,1.42,1.01,0.21,22.98,97.17,210.27,101.95,6.07,34.42,47.2,3,31.58,5
45.21,34.6,4.33,22458,23,29,8,16,0.94,1.71,0.9,32.27,197.55,189.46,101.22,7.8,63.06,47.98,2,97.55,5
39.46,43.68,3.95,13441,14,28,7,21,0.92,0.68,1.13,22.12,174.21,173.49,76.9,5.3,30.53,43.39,5,38.64,4
26.97,56.76,1.05,12140,13,10,4,18,0.31,0.11,0.23,28.82,22.65,146.6,135.04,6.13,31.12,42.73,2,9.14,6
75.08,49.57,7.2,37446,38,50,15,18,0.54,1.11,0.97,65.92,325.94,157.48,93.64,8.18,72.99,97.43,6,48.02,7
38.82,47.37,4.34,25880,26,20,10,20,0.58,0.41,0.45,33.81,186.55,130.34,133.16,6.65,55.08,63.12,5,39.08,1
48.91,55.52,5.6,41270,42,30,11,21,0.47,1.38,0.26,50.93,291.2,126.42,126.73,8.2,86.95,40.92,4,77.78,6
64.73,47.26,6.37,12202,13,44,16,17,2.39,0.36,0.68,44.49,279.89,159.39,99.38,7.86,27.85,70.19,5,62.81,3
48.13,66.28,4.12,33802,34,36,9,22,0.71,0.53,0.98,47.65,172.2,133.46,97.18,5.45,78.14,45.67,3,57.87,6
74.31,43.39,9.37,15104,16,48,12,9,2.19,0.76,0.96,57.38,449.72,140.17,59.85,6.55,23.84,75.82,8,64.34,4
65.34,54.29,6.12,22343,23,44,14,12,1.75,2.4,0.76,57.84,259.17,106.19,68.02,6.71,38.59,73.38,5,50.13,3
78.49,60.2,8.15,31526,32,57,18,13,3.71,2.9,1.09,73.19,350.91,170.48,52.56,7.5,53.02,86.88,5,65.26,7
56.25,68.11,7.59,17902,18,48,12,18,3.43,0.97,1.62,74.09,360.47,146.72,87.97,5.5,33.81,92.9,6,63.5,3
29.78,49.86,3.11,12729,13,17,7,19,0.14,1.31,1.04,26.54,145.55,50.11,118.87,5.78,25.5,41.56,2,74.07,5
33.86,42.74,4.91,9986,10,20,7,13,1.21,2.14,1.01,39.82,226.23,161.21,116.97,7.24,23.17,55.19,3,70.99,3
64.77,51.23,7.33,14152,15,56,15,10,2.56,1.39,1.63,68.04,338.68,139.62,103.76,8.1,33.0,81.07,5,59.73,7
52.4,43.78,5.08,25823,26,34,13,18,2.58,1.68,0.58,62.95,245.38,193.17,144.89,6.98,52.1,63.27,3,92.44,2
75.26,68.05,6.55,19738,20,53,13,10,2.26,1.71,1.7,65.48,321.67,156.15,86.83,5.73,40.7,69.21,4,79.87,0
64.47,48.06,6.95,20873,21,48,13,9,2.65,1.52,1.24,64.94,314.45,147.61,22.81,7.22,55.02,84.18,4,78.36,2
42.62,52.98,3.93,18625,19,25,5,23,0.55,0.72,0.0,40.94,138.58,118.02,107.33,5.44,46.66,43.19,5,26.87,6
58.54,38.52,5.29,11062,12,39,9,12,1.64,0.78,1.26,45.58,269.77,125.13,67.68,7.13,24.3,62.4,3,95.84,4
44.35,40.07,3.65,28475,29,36,8,19,0.44,1.7,0.48,47.54,127.8,184.44,117.84,6.21,57.7,66.65,3,39.72,1
79.79,85.66,6.52,31677,32,49,16,12,2.85,1.96,1.36,62.16,269.22,111.19,32.93,5.25,55.65,80.76,6,44.18,7
82.53,75.9,8.39,22908,23,60,18,13,1.11,1.45,1.15,81.72,358.52,101.52,46.95,5.55,37.96,87.95,6,59.55,2
49.62,54.86,7.09,13505,14,46,15,12,2.38,1.65,1.04,73.04,305.37,127.36,65.32,6.67,30.87,78.32,6,62.6,2
73.05,64.33,8.62,22276,23,56,14,11,1.03,3.2,2.56,70.2,389.95,84.09,75.88,6.15,40.29,88.62,6,61.4,2
32.84,53.73,2.34,15597,16,22,6,23,0.47,0.0,0.23,31.21,85.81,179.74,92.28,7.27,38.3,40.46,2,40.7,1
60.59,61.5,5.85,21571,22,43,12,19,2.58,2.67,1.39,62.39,306.29,149.32,84.3,9.14,44.32,68.15,3,99.15,2
62.72,74.11,6.87,36392,37,48,16,13,2.83,1.22,1.72,52.28,299.71,66.17,76.05,7.78,74.97,70.06,8,35.07,0
44.22,56.84,5.39,26969,27,35,9,15,2.34,1.27,1.37,49.69,248.8,146.82,104.2,10.0,48.58,51.52,4,70.34,3
57.35,46.97,5.42,14230,15,37,12,13,0.6,0.75,1.33,47.68,211.13,142.84,72.06,6.59,35.07,68.86,5,41.96,4
35.19,40.94,4.3,18636,19,26,9,26,2.24,1.24,1.25,55.51,192.74,162.83,131.87,6.6,40.35,45.05,4,46.92,6
35.58,47.06,2.03,18528,19,17,4,22,0.58,0.47,0.81,37.15,86.26,101.22,121.63,5.28,57.7,53.72,1,81.56,6
31.38,42.06,1.17,12310,13,10,0,25,0.06,0.0,0.0,17.33,26.74,172.27,134.55,3.93,38.53,44.57,1,25.87,5
62.19,52.96,6.45,26902,27,52,12,15,1.95,2.2,1.25,56.2,326.22,185.79,89.65,6.45,46.51,57.22,7,43.22,3
35.8,33.95,1.47,36746,37,15,5,20,0.0,1.11,0.52,26.16,67.21,202.37,147.54,5.83,89.61,47.63,2,28.97,1
72.75,49.17,6.57,27228,28,48,14,6,3.19,1.68,1.4,55.32,294.58,157.14,68.26,8.95,48.86,72.38,6,46.17,3
55.53,59.75,5.25,26812,27,32,10,20,2.82,1.11,0.44,64.54,262.62,82.42,57.51,5.79,63.44,42.98,5,47.91,6
69.55,78.24,8.05,25524,26,49,17,12,1.94,1.13,1.79,77.78,361.49,68.09,92.02,6.82,38.51,83.25,6,56.97,7
89.55,75.58,8.64,23083,24,57,18,13,3.28,2.3,0.84,77.05,356.77,71.17,39.37,8.73,51.36,86.9,6,60.9,0
53.08,54.63,6.64,27495,28,33,8,26,3.52,2.49,1.07,61.85,308.14,124.72,80.85,6.18,55.58,69.42,5,61.98,2
61.93,56.58,5.21,21053,22,34,7,21,1.47,1.23,1.44,52.32,232.5,176.14,103.53,6.04,39.92,58.54,3,81.76,4
49.68,53.41,4.37,19313,20,27,8,16,2.2,0.97,1.51,52.32,178.48,132.87,144.86,7.63,39.69,53.52,1,120.0,3
71.95,68.75,7.73,32404,33,52,17,11,3.62,1.67,0.91,54.07,317.9,137.13,56.07,9.17,68.14,71.58,7,42.24,0
69.75,66.07,7.61,20738,21,50,16,18,1.7,2.96,0.53,62.72,292.95,106.25,46.15,7.65,43.22,70.6,6,41.85,7
51.47,50.08,3.86,31371,32,26,11,15,1.22,0.32,1.08,41.44,172.96,95.06,105.32,7.49,67.12,45.02,3,61.47,4
67.28,74.39,6.65,26758,27,42,11,12,1.95,1.79,1.51,69.8,319.96,68.25,72.24,8.01,47.56,73.2,4,77.86,0
44.18,51.66,3.89,27075,28,27,9,16,1.52,0.78,1.19,48.45,189.84,107.75,94.64,8.2,60.54,47.38,3,63.42,6
64.08,59.04,5.73,18771,19,39,11,15,1.06,2.0,0.02,73.43,259.76,95.3,84.83,4.67,42.71,61.54,4,69.1,2
65.27,51.91,6.37,31155,32,40,15,13,1.27,0.96,0.99,41.73,279.9,112.98,88.89,5.03,65.59,68.8,5,57.28,0
44.79,57.13,3.82,20418,21,28,7,19,1.9,1.41,0.8,50.39,192.77,159.78,126.93,5.92,52.74,57.87,2,95.39,6
74.33,54.95,6.44,20548,21,50,18,15,2.94,1.53,1.95,62.96,282.37,130.63,77.69,9.76,47.85,87.16,4,72.51,7
45.44,41.79,5.32,16520,17,37,5,14,1.81,1.95,1.31,55.03,227.97,128.83,106.23,6.23,30.22,77.48,5,40.9,5
37.27,62.4,4.64,14531,15,27,7,18,1.08,2.1,0.84,57.97,191.57,159.38,103.92,8.8,43.2,69.35,2,103.6,5
61.64,73.77,6.7,17132,18,43,12,18,3.24,1.46,0.82,72.34,276.14,108.85,59.63,7.16,37.59,79.26,5,54.94,0
71.59,67.2,7.43,14262,15,44,17,13,0.95,2.67,1.52,53.73,333.03,158.87,77.88,8.44,7.5,78.53,6,57.44,4
46.73,51.15,4.94,25249,26,49,8,16,2.19,1.77,0.53,46.5,249.95,180.0,117.86,3.8,55.17,67.33,2,120.0,2
36.66,37.78,3.83,7681,8,22,5,24,1.95,0.66,1.2,41.12,192.23,198.52,131.64,9.22,27.15,54.2,3,59.4,3
41.07,43.06,4.46,25096,26,50,5,17,1.99,1.75,0.37,48.98,209.58,180.27,79.85,6.0,51.55,43.72,5,41.49,3
41.81,55.89,3.22,19441,20,20,4,22,0.65,1.03,1.65,60.1,172.12,130.58,119.81,7.35,56.19,49.67,2,89.44,6
57.96,50.19,5.93,27692,28,56,11,19,2.07,0.88,2.24,53.9,285.74,117.02,94.31,6.59,58.12,62.12,5,64.95,7
68.94,69.43,7.07,24730,25,43,16,8,2.51,0.96,1.69,61.74,304.71,97.17,68.2,5.41,50.95,62.34,6,49.26,3
30.29,43.25,2.95,11838,12,25,10,13,0.33,0.89,0.46,38.57,118.72,180.64,109.48,8.21,41.41,53.35,2,67.25,4
54.8,51.79,6.38,23029,24,37,13,14,0.94,2.54,1.11,66.56,274.67,105.89,100.83,7.58,49.29,56.37,4,70.83,7
39.44,49.45,3.22,28333,29,64,9,18,0.93,1.75,1.33,48.02,151.0,139.54,91.19,6.11,65.07,57.93,2,74.59,1
25.53,42.22,1.56,17496,18,16,0,24,0.15,0.16,0.54,27.14,70.24,172.7,120.99,5.87,44.33,37.24,2,36.0,5
71.2,71.37,7.3,25070,26,40,14,14,1.16,2.64,2.28,75.65,365.22,39.52,79.34,5.62,54.17,69.99,6,63.33,2
34.86,50.82,3.19,16972,17,19,8,21,0.82,0.82,0.39,37.91,176.05,113.11,131.7,7.24,25.21,47.28,2,86.25,5
52.2,53.47,5.92,21308,22,32,10,15,0.89,0.65,1.27,41.47,281.92,154.68,94.07,6.32,33.64,52.05,5,59.38,4
72.81,65.83,5.35,9723,10,50,18,15,1.16,1.37,0.88,66.5,261.08,49.71,85.98,7.04,32.87,71.35,3,90.47,5
74.92,71.45,7.2,23285,24,51,13,10,3.39,1.04,0.7,57.15,318.01,82.96,76.25,4.85,46.99,75.57,4,88.15,2
32.72,38.36,2.46,20948,21,16,3,15,1.61,0.16,0.42,30.64,128.39,115.41,152.69,7.6,55.38,42.47,1,120.0,3
65.09,71.65,6.5,17284,18,40,9,16,0.8,2.35,1.49,63.1,320.97,137.36,88.0,4.73,45.83,67.45,5,62.36,4
63.97,75.05,8.08,22241,23,45,12,11,2.15,2.07,1.19,52.3,343.8,82.44,81.96,5.77,34.47,79.18,6,56.53,2
60.72,67.36,5.84,12997,13,42,16,15,1.78,1.21,0.98,68.43,266.3,103.85,93.93,5.59,23.25,80.67,5,57.7,5
87.19,67.43,8.01,33315,34,62,20,3,3.62,2.12,0.79,95.52,367.36,93.87,24.9,7.22,66.82,87.08,6,59.42,0
31.01,34.78,1.02,10603,11,32,1,23,0.01,0.59,0.32,22.1,65.9,157.55,143.08,6.07,35.98,30.12,1,70.55,6
52.55,39.23,4.48,28454,29,28,10,17,1.83,0.96,0.75,46.73,207.72,225.58,90.09,7.19,71.45,53.87,2,106.96,1
38.25,48.04,4.41,24064,25,26,8,13,0.61,1.26,0.8,29.18,224.96,196.5,121.66,7.02,52.83,51.89,5,50.54,1
48.17,50.71,7.01,20898,21,39,10,16,2.07,0.34,2.51,70.95,306.97,131.84,76.12,7.92,51.33,68.73,5,60.39,4
43.99,40.0,4.32,13511,14,23,7,23,1.03,0.6,0.52,38.04,232.33,207.48,97.65,6.2,28.04,36.53,2,118.22,2
29.59,27.46,3.22,17900,18,20,7,21,1.07,1.49,0.07,28.91,126.01,236.68,142.7,7.97,39.6,47.07,2,65.21,5
39.81,47.92,2.59,16634,17,16,9,23,0.84,0.43,0.04,37.45,110.65,153.84,141.43,7.91,38.83,45.42,1,113.05,6
85.08,64.93,8.6,28855,29,53,18,8,2.37,3.89,2.34,60.25,380.33,113.01,62.53,5.37,53.39,83.12,7,57.23,4
71.63,55.93,7.1,31437,32,42,15,10,2.65,1.91,2.28,58.46,328.3,147.82,113.69,7.0,64.5,73.86,6,56.33,0
93.68,64.12,8.79,38310,39,65,20,10,1.39,2.0,1.13,75.33,422.12,108.42,45.14,8.73,69.99,94.44,8,49.6,0
51.21,49.13,3.77,5185,6,28,8,19,0.9,0.86,1.12,63.16,149.19,134.79,128.79,7.44,18.38,38.1,4,36.82,5
68.96,59.54,7.78,17225,18,48,14,10,1.6,3.35,0.88,69.14,358.85,143.8,96.95,6.47,29.28,64.9,7,54.39,2
50.63,53.1,5.1,28499,29,33,11,17,0.96,2.11,1.4,58.53,224.81,174.85,96.36,8.0,59.66,58.81,5,47.97,0
14.67,38.22,1.39,5219,6,12,0,27,0.56,0.7,0.0,34.37,63.23,133.55,156.57,5.01,26.9,23.46,2,38.87,6
61.23,49.04,6.12,24751,25,40,13,13,1.1,2.39,0.81,67.74,280.49,118.52,114.53,7.18,57.31,82.82,4,71.43,7
36.63,48.6,3.42,13619,14,22,7,20,1.96,0.91,1.01,58.58,173.8,192.21,124.27,5.96,30.8,51.16,2,86.96,5
76.52,70.43,6.91,26586,27,58,18,12,2.11,1.08,1.16,84.94,313.71,37.81,72.03,5.89,60.42,78.01,5,69.42,7
72.65,62.82,8.42,25100,26,60,19,11,1.69,1.24,1.99,55.35,385.4,101.93,70.06,9.92,45.39,87.49,7,52.99,0
24.04,43.56,4.28,16571,17,17,2,13,1.65,0.46,1.11,46.36,191.94,202.65,128.42,7.8,38.86,36.37,2,88.88,1
54.61,48.14,6.74,37921,38,50,16,15,1.79,2.94,1.83,56.88,282.57,144.26,82.0,6.23,70.72,65.23,3,95.57,2
38.86,39.67,3.32,22420,23,18,4,20,1.59,0.75,0.58,33.19,145.45,181.1,107.36,7.44,53.74,49.4,2,80.31,6
65.66,69.03,6.74,18722,19,45,15,13,1.66,1.91,1.17,65.22,301.43,117.45,102.81,6.25,35.34,72.46,4,77.89,2
41.28,58.04,4.63,33063,34,34,10,18,0.97,1.41,1.04,48.3,195.31,173.38,106.57,5.67,77.13,59.13,4,50.5,6
27.67,28.41,3.2,18339,19,13,4,21,0.79,1.02,0.44,24.93,106.56,199.2,131.39,5.99,46.09,44.77,4,26.08,1
45.35,71.89,4.42,14437,15,32,8,21,0.68,1.94,0.79,53.58,183.01,148.89,84.39,7.68,31.54,70.96,3,67.16,5
53.98,49.86,5.21,31980,32,36,14,18,1.5,1.89,0.52,37.38,233.85,160.69,97.83,4.84,85.82,60.89,6,31.77,0
36.14,41.54,4.59,9177,10,23,9,15,1.46,0.53,0.61,37.31,223.68,201.95,118.08,7.35,15.6,49.34,5,43.06,4
45.78,46.98,4.65,25464,26,25,10,16,2.36,0.77,1.21,27.84,211.02,149.75,113.45,4.69,65.81,45.13,2,112.27,2
81.9,69.84,7.19,17657,18,50,19,11,1.25,1.96,1.07,62.11,316.48,111.5,63.3,5.15,44.81,67.64,4,65.0,2
56.96,49.97,6.79,16232,17,57,15,14,2.21,0.86,0.59,61.4,315.96,153.89,65.64,7.17,23.65,64.31,6,50.79,4
47.72,43.6,3.01,11687,12,61,9,19,0.93,0.41,0.5,38.9,116.47,157.69,123.91,5.97,38.25,65.69,2,59.45,5
44.65,45.7,2.3,18256,19,28,7,19,0.29,0.98,0.55,29.2,139.21,165.47,122.61,7.99,45.18,40.66,3,44.9,1
54.06,44.84,5.2,15961,16,35,8,13,0.22,1.23,1.37,51.43,233.89,185.55,88.7,8.47,39.18,58.52,5,37.79,4
55.57,53.76,5.66,13972,14,33,13,14,1.5,1.06,1.41,59.37,259.65,132.78,92.58,7.39,37.28,54.64,4,61.58,2
72.21,58.31,5.95,29920,30,42,14,14,2.32,0.88,0.97,69.4,255.38,157.88,83.58,5.58,71.96,73.5,4,64.89,0
49.97,36.52,2.8,21239,22,34,10,16,0.79,0.0,0.58,40.1,91.31,235.56,123.84,9.99,54.98,56.55,3,28.94,1
54.15,45.24,7.07,22148,23,35,10,16,0.75,1.34,1.57,47.96,336.5,173.0,99.13,8.14,36.96,60.6,5,70.64,2
59.71,57.23,4.77,24406,25,42,14,15,1.32,2.2,1.18,67.34,240.11,83.48,81.96,4.47,47.26,72.55,4,64.51,7
40.86,57.13,4.69,18330,19,19,2,24,1.71,0.84,0.64,43.35,229.22,171.5,165.56,7.68,52.74,44.51,5,49.53,6
77.41,73.99,8.42,26522,27,63,17,8,3.36,3.03,2.25,77.67,356.87,130.12,66.36,6.11,39.75,84.03,7,49.26,7
66.09,57.34,6.02,26950,27,42,14,15,2.02,1.75,0.98,55.06,272.96,119.02,115.43,5.75,57.69,74.13,5,56.2,0
39.99,60.24,4.22,11983,12,18,7,20,1.48,1.38,0.84,42.66,168.14,152.79,125.84,7.05,26.21,35.16,4,48.07,5
39.53,44.41,3.22,26839,27,30,10,19,0.38,0.89,0.72,50.9,150.82,200.27,115.1,8.96,53.44,58.67,3,50.62,6
46.45,55.32,5.86,22559,23,37,10,19,0.78,0.94,0.62,35.26,268.92,97.66,93.88,8.48,46.71,44.15,5,48.81,4
46.35,68.46,5.34,34960,35,43,10,13,2.54,1.22,0.88,66.47,247.63,113.68,69.68,7.68,60.61,65.36,4,62.78,7
60.1,70.04,6.78,35772,36,48,11,15,1.92,1.88,1.97,63.14,281.28,121.88,82.3,7.45,63.08,62.78,7,45.11,7
76.65,59.89,6.23,11989,12,56,20,14,1.93,2.13,1.96,55.84,252.94,156.42,83.75,6.36,33.46,96.1,5,62.06,7
47.93,53.64,6.38,28665,29,37,9,15,2.97,2.53,1.11,52.71,293.07,175.61,116.02,8.82,63.73,44.74,7,47.36,3
68.59,64.84,6.97,18998,19,50,15,9,1.57,1.69,1.91,67.72,336.08,114.54,86.86,8.16,36.17,79.94,4,85.32,7
56.32,45.67,5.59,29847,30,34,10,21,2.45,1.92,0.79,45.08,255.98,176.42,129.42,4.82,73.01,63.09,4,65.0,3
67.66,66.68,6.56,25849,26,41,15,16,0.85,0.73,1.33,57.37,277.62,43.76,91.22,5.67,53.78,75.45,5,45.18,0
58.07,45.71,5.82,33175,34,35,10,16,1.71,0.58,1.34,60.8,295.63,187.91,87.27,6.95,70.07,70.53,3,99.74,2
43.81,44.34,3.24,22904,23,37,5,21,0.64,0.67,1.13,48.31,159.14,182.43,150.64,8.65,54.65,39.07,3,51.68,1
72.04,67.64,7.6,24432,25,63,13,14,2.79,2.56,0.63,74.33,335.39,92.38,86.65,6.55,46.21,67.4,6,58.43,2
22.42,39.58,2.8,16153,17,15,1,27,1.0,1.29,0.73,28.57,139.16,172.96,162.41,6.64,41.66,42.09,3,42.18,1
21.66,59.64,4.14,31098,32,18,6,17,1.37,0.83,0.74,41.46,199.59,170.06,136.94,7.21,71.73,39.16,2,107.37,0
87.45,77.25,8.69,31715,32,61,16,12,3.93,2.9,2.57,98.38,383.9,83.9,38.24,7.77,68.41,96.74,8,51.08,7
76.03,72.73,6.62,31064,32,48,17,11,2.91,1.13,0.51,77.39,300.62,120.76,68.7,8.03,62.44,80.87,7,35.1,0
35.07,47.16,4.14,30800,31,23,6,20,1.01,0.83,1.35,60.76,230.1,175.57,157.35,6.18,81.55,42.01,5,42.67,1
45.77,49.33,4.23,26544,27,28,9,17,0.62,0.83,0.56,36.63,200.29,126.28,118.25,6.27,67.51,51.83,5,33.26,6
54.23,49.19,6.71,15438,16,37,8,16,0.93,1.18,1.57,42.62,308.07,145.69,57.97,7.34,25.14,73.37,5,60.54,4
36.29,44.34,4.64,10015,11,32,8,23,1.42,1.03,0.98,43.28,188.96,222.42,116.95,6.09,14.7,54.41,3,63.27,4
66.63,74.27,5.67,32345,33,47,18,11,1.66,2.03,1.21,69.3,258.25,59.35,68.49,7.24,64.83,72.94,5,51.1,0
45.69,60.14,3.2,34446,35,42,9,17,1.16,0.78,0.84,55.78,143.93,125.26,130.46,8.03,65.37,45.33,5,25.54,1
35.16,32.29,3.2,21770,22,24,7,23,0.92,0.73,0.94,43.73,136.34,197.39,106.64,7.33,49.47,37.88,2,69.08,1
59.87,68.08,7.3,39789,40,49,14,17,3.34,1.68,1.44,60.68,342.99,157.12,100.97,7.92,95.57,68.7,8,47.65,7
56.9,58.41,4.92,37545,38,38,14,18,0.9,1.35,1.36,47.31,226.45,141.84,63.11,6.14,80.51,70.5,3,75.85,7
47.27,36.84,3.68,26846,27,24,7,12,0.42,0.87,0.88,43.83,179.56,176.81,109.45,4.19,56.88,47.66,4,38.78,1
59.88,64.9,6.85,21938,22,59,15,11,1.4,0.75,1.8,56.96,278.16,85.87,72.73,6.52,52.77,64.21,6,37.92,7
55.41,47.18,3.56,24993,25,31,12,8,0.42,0.0,0.55,63.81,165.9,112.67,110.57,6.49,43.12,51.31,2,75.96,5
52.08,60.05,5.14,28817,29,38,10,17,2.39,1.66,0.17,47.38,235.72,147.33,132.75,6.89,70.25,55.22,4,59.57,0
80.09,62.83,9.57,25558,26,51,16,11,2.38,2.52,2.69,79.38,401.58,145.09,56.93,6.23,53.49,68.0,9,47.39,7
20.4,42.53,2.56,8161,9,9,1,27,0.52,0.26,0.98,10.6,96.28,203.43,138.4,6.62,17.39,35.37,1,103.58,4
57.83,48.7,6.42,19403,20,52,11,16,1.14,1.91,0.92,36.02,302.48,150.35,53.62,8.15,46.66,66.83,5,62.0,4
25.88,28.28,2.55,22669,23,13,7,22,0.43,0.62,0.04,15.41,91.06,207.78,117.77,5.54,54.84,45.04,2,44.94,1
